n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[fuzzing]@fa1,recall[masquerade]@fa1,recall[spoofing]@fa1,event_recall@fa1,event_recall[spoofing]@fa1,event_recall[masquerade]@fa1,event_recall[fuzzing]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[fuzzing]@fa10,recall[masquerade]@fa10,recall[spoofing]@fa10,event_recall@fa10,event_recall[spoofing]@fa10,event_recall[masquerade]@fa10,event_recall[fuzzing]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[fuzzing]@fa100,recall[masquerade]@fa100,recall[spoofing]@fa100,event_recall@fa100,event_recall[spoofing]@fa100,event_recall[masquerade]@fa100,event_recall[fuzzing]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[fuzzing]@fpr0.001,recall[masquerade]@fpr0.001,recall[spoofing]@fpr0.001,event_recall@fpr0.001,event_recall[spoofing]@fpr0.001,event_recall[masquerade]@fpr0.001,event_recall[fuzzing]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[fuzzing]@fpr0.01,recall[masquerade]@fpr0.01,recall[spoofing]@fpr0.01,event_recall@fpr0.01,event_recall[spoofing]@fpr0.01,event_recall[masquerade]@fpr0.01,event_recall[fuzzing]@fpr0.01,model,scope,n_train,n_train_pos,fit_s,control,test_domain,feature_set,seed
226048,23767,0.10514138590033975,0.7477996984593513,0.31578594302792673,202303,0.02842950277399512,True,0.0013043295325451255,0.9393939393939394,9.887236072592087e-06,0.9999953724160533,1.2520109881728183,0.05394190871369295,0.00017356591165495098,0.001333000083312505,0.3448275862068966,0.38461538461538464,0.15384615384615385,1.0,True,0.005680144738502966,0.8181818181818182,0.00014830854108888132,0.9999924131394422,18.780164822592276,0.08713692946058091,0.0004339147791373774,0.009081063067566442,0.6551724137931034,0.9230769230769231,0.3076923076923077,1.0,True,0.0165355324609753,0.6811091854419411,0.000909625718678472,0.9999885466883901,115.1850109118993,0.13278008298755187,0.0012149613815846567,0.02890943930683996,0.6896551724137931,0.9230769230769231,0.38461538461538464,1.0,True,0.01897589094122102,0.6711309523809523,0.0010925395860214256,0.9999877669696656,138.34721419309645,0.14937759336099585,0.0013017443374121322,0.03332500208281263,0.6896551724137931,0.9230769230769231,0.38461538461538464,1.0,True,0.11659023015104977,0.5068593378452534,0.013327994225854133,0.9999612182617863,1687.7108120569594,0.4066390041493776,0.013624924064913651,0.20961426310089146,0.9310344827586207,1.0,0.8461538461538461,1.0,LightGBM,fleet,150000,75000,45.29,C_feature_ablation,ROAD_ORNL,FS-B,0
226048,23767,0.10514138590033975,0.7351467774599217,0.2857547833671408,202303,0.02842950277399512,True,0.0,0.0,0.0003856022068310914,640625.0,48.82842853873992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.000998610843331801,440200.45433300926,126.45310980545469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0010974832040577217,420702.3877827319,138.97321968718285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0010974832040577217,414759.78605958546,138.97321968718285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0019823908325547136,283994.155565928,251.02820312865012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rule:Combined,fleet,150000,75000,0.56,C_feature_ablation,ROAD_ORNL,FS-B,0
226048,23767,0.10514138590033975,0.48867129979919866,0.10022881786453347,202303,0.02842950277399512,True,0.0,0.0,0.0,440200.45433300926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,438335.3657418272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,418369.05815322645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,412386.8420146527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,281191.46947513917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rule:Staleness,fleet,150000,75000,0.43,C_feature_ablation,ROAD_ORNL,FS-B,0
226048,23767,0.10514138590033975,0.4967823713094339,0.10051346007658986,202303,0.02842950277399512,True,0.0,0.0,0.0,0.9999818801879883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.9999226331710815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.9987826943397522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.9984110593795776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.007531451171792822,0.07145708582834331,0.011498855552424598,0.9170588850975037,1456.088779244988,0.012448132780082987,0.004859845526338627,0.009997500624843789,0.7241379310344828,0.6153846153846154,0.7692307692307693,1.0,LogReg,fleet,150000,75000,3.45,C_feature_ablation,ROAD_ORNL,FS-A-rank,0
226048,23767,0.10514138590033975,0.568692964677434,0.1293341898235652,202303,0.02842950277399512,True,0.0,0.0,0.0,0.9759832205966931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,9.887236072592087e-06,0.9662055499158708,1.2520109881728183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,8.415029242226617e-05,0.01652892561983471,0.0005882905463192292,0.9313366811494386,74.4946537962827,0.004149377593360996,0.0,8.331250520703157e-05,0.06896551724137931,0.07692307692307693,0.0,0.3333333333333333,True,0.00042075146211133083,0.060240963855421686,0.0007712044136621828,0.9282170561401922,97.65685707747984,0.004149377593360996,0.00034713182330990195,0.00041656252603515786,0.2413793103448276,0.3076923076923077,0.15384615384615385,0.3333333333333333,True,0.010392561114149872,0.11201814058956916,0.009679604115067653,0.8915970397726759,1225.7187574211894,0.024896265560165973,0.006248372819578235,0.014079813379988336,0.8620689655172413,0.9230769230769231,0.7692307692307693,1.0,RandomForest,fleet,150000,75000,181.67,C_feature_ablation,ROAD_ORNL,FS-A-rank,0
226048,23767,0.10514138590033975,0.5769386094288294,0.1401562311031549,202303,0.02842950277399512,True,0.0,0.0,6.426703447184857e-05,0.9999977839780894,8.13807142312332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.00016830058484453234,0.16,0.00010381597876221691,0.9999954831854552,13.146115375814594,0.0,0.0,0.0003332500208281263,0.10344827586206896,0.23076923076923078,0.0,0.0,True,0.0017671561408675895,0.25925925925925924,0.0005932341643555253,0.9999919583915508,75.1206592903691,0.0,0.0004339147791373774,0.0030825626926601684,0.3793103448275862,0.6153846153846154,0.23076923076923078,0.0,True,0.0023982833340345858,0.2893401015228426,0.0006921065250814462,0.9999915117655197,87.64076917209731,0.0,0.0007810466024472793,0.003999000249937516,0.41379310344827586,0.6153846153846154,0.3076923076923077,0.0,True,0.015904405267808307,0.21686746987951808,0.0067480386195441,0.9999827958768833,854.4974994279486,0.0,0.008851861494402499,0.022994251437140716,0.7241379310344828,0.7692307692307693,0.8461538461538461,0.0,HistGB,fleet,150000,75000,77.34,C_feature_ablation,ROAD_ORNL,FS-A-rank,0
226048,23767,0.10514138590033975,0.5439212445499978,0.1172055043864239,202303,0.02842950277399512,True,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,6.921065250814461e-05,1.0,8.76407691720973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,6.921065250814461e-05,1.0,8.76407691720973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0003312224084318349,0.9999995231628418,41.94236810378942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XGBoost,fleet,150000,75000,20.42,C_feature_ablation,ROAD_ORNL,FS-A-rank,0
226048,23767,0.10514138590033975,0.5254050439410547,0.118609143429283,202303,0.02842950277399512,True,4.2075146211133085e-05,0.5,4.943618036296043e-06,0.9999957874717006,0.6260054940864092,0.0,0.0,8.331250520703157e-05,0.034482758620689655,0.07692307692307693,0.0,0.0,True,0.00012622543863339926,0.2727272727272727,3.9548944290368346e-05,0.9999943439734762,5.008043952691273,0.0,8.678295582747549e-05,0.00016662501041406314,0.10344827586206896,0.15384615384615385,0.07692307692307693,0.0,True,0.0007994277780115286,0.168141592920354,0.0004647000954118281,0.9999918997952341,58.84451644412247,0.0,0.000520697734964853,0.0010830625676914105,0.3103448275862069,0.46153846153846156,0.23076923076923078,0.0,True,0.001009803509067194,0.15483870967741936,0.0006476139627547817,0.9999914389027028,82.0067197253196,0.0,0.0006074806907923284,0.0014163125885195368,0.3103448275862069,0.46153846153846156,0.23076923076923078,0.0,True,0.012454243278495392,0.17031070195627157,0.0071286972083388946,0.9999849038363583,902.6999224726021,0.004149377593360996,0.008504729671092597,0.01641256352578522,0.6896551724137931,0.6923076923076923,0.7692307692307693,0.3333333333333333,LightGBM,fleet,150000,75000,56.07,C_feature_ablation,ROAD_ORNL,FS-A-rank,0
226048,23767,0.10514138590033975,0.48643100361486347,0.10621383897480738,202303,0.02842950277399512,True,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.01539950351327471,0.1967741935483871,0.007385765346226289,1.0,935.2522081650953,0.0,0.007029419422025514,0.023744063984004,0.5172413793103449,0.5384615384615384,0.6153846153846154,0.0,LogReg,fleet,150000,75000,4.7,C_feature_ablation,ROAD_ORNL,FS-A,0
226048,23767,0.10514138590033975,0.5238157314793934,0.11610221234694362,202303,0.02842950277399512,True,0.0,0.0,4.943618036296043e-06,0.995843950314308,0.6260054940864092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.2075146211133085e-05,0.09090909090909091,4.943618036296043e-05,0.9933316722140836,6.260054940864092,0.0,0.0,8.331250520703157e-05,0.034482758620689655,0.07692307692307693,0.0,0.0,True,0.0002945260234779316,0.056,0.0005833469282829332,0.989168942545092,73.86864830219629,0.0,0.00017356591165495098,0.00041656252603515786,0.20689655172413793,0.3076923076923077,0.15384615384615385,0.0,True,0.0005890520469558632,0.08484848484848485,0.0007464863234807026,0.9886155879710331,94.5268296070478,0.0,0.0002603488674824265,0.0009164375572773473,0.3103448275862069,0.46153846153846156,0.23076923076923078,0.0,True,0.008499179534648883,0.10202020202020202,0.008789752868534366,0.9790662303917346,1113.0377684856355,0.0,0.005901240996268333,0.01116387569774223,0.6551724137931034,0.7692307692307693,0.6923076923076923,0.0,RandomForest,fleet,150000,75000,154.14,C_feature_ablation,ROAD_ORNL,FS-A,0
