n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[dos]@fa1,recall[fuzzing]@fa1,recall[spoofing]@fa1,recall[timing]@fa1,event_recall@fa1,event_recall[timing]@fa1,event_recall[spoofing]@fa1,event_recall[dos]@fa1,event_recall[fuzzing]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[dos]@fa10,recall[fuzzing]@fa10,recall[spoofing]@fa10,recall[timing]@fa10,event_recall@fa10,event_recall[timing]@fa10,event_recall[spoofing]@fa10,event_recall[dos]@fa10,event_recall[fuzzing]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[dos]@fa100,recall[fuzzing]@fa100,recall[spoofing]@fa100,recall[timing]@fa100,event_recall@fa100,event_recall[timing]@fa100,event_recall[spoofing]@fa100,event_recall[dos]@fa100,event_recall[fuzzing]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[dos]@fpr0.001,recall[fuzzing]@fpr0.001,recall[spoofing]@fpr0.001,recall[timing]@fpr0.001,event_recall@fpr0.001,event_recall[timing]@fpr0.001,event_recall[spoofing]@fpr0.001,event_recall[dos]@fpr0.001,event_recall[fuzzing]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[dos]@fpr0.01,recall[fuzzing]@fpr0.01,recall[spoofing]@fpr0.01,recall[timing]@fpr0.01,event_recall@fpr0.01,event_recall[timing]@fpr0.01,event_recall[spoofing]@fpr0.01,event_recall[dos]@fpr0.01,event_recall[fuzzing]@fpr0.01,model,scope,n_train,n_train_pos,fit_s,control,test_domain,feature_set,seed
125812,27607,0.2194305789590818,0.9779957359609519,0.9339416731699753,98229,0.039665574882341466,True,0.09885174050059767,1.0,0.0,201454.61670102493,0.0,0.36,0.6627737226277373,0.0,0.048308924244020654,0.15789473684210525,0.25,0.0,0.5,1.0,True,0.09885174050059767,1.0,0.0,195879.49977308605,0.0,0.36,0.6627737226277373,0.0,0.048308924244020654,0.15789473684210525,0.25,0.0,0.5,1.0,True,0.09892418589488174,1.0,0.0,128077.4755820389,0.0,0.3608,0.6627737226277373,0.0,0.04836160573174587,0.15789473684210525,0.25,0.0,0.5,1.0,True,0.09892418589488174,1.0,0.0,134991.5439341349,0.0,0.3608,0.6627737226277373,0.0,0.04836160573174587,0.15789473684210525,0.25,0.0,0.5,1.0,True,0.7065599304524215,0.9638304180254966,0.007453795631586987,3.318161062295716,676.4975511714846,1.0,1.0,0.6736842105263158,0.6646823306290169,0.9473684210526315,0.9166666666666666,0.9545454545454546,1.0,1.0,Rule:Combined,fleet,150000,75000,0.42,C_feature_ablation,CTT_Forester,FS-B,0
125812,27607,0.2194305789590818,0.48233899927246066,0.21744221897693922,98229,0.039665574882341466,True,0.0,0.0,0.0,201454.61670102493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,195879.49977308605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,128077.4755820389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,134991.5439341349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.012388162422573986,0.28739495798319326,0.00863499821801334,3.204447775836796,783.7020811385505,0.0008,0.07688564476885645,0.005639097744360902,0.008060267621957645,0.47368421052631576,0.6666666666666666,0.3181818181818182,0.5,1.0,Rule:Staleness,fleet,150000,75000,0.28,C_feature_ablation,CTT_Forester,FS-B,0
125812,27607,0.2194305789590818,0.49358567368777095,0.36435411801239237,98229,0.039665574882341466,True,0.07809613503821494,0.9995363931386184,1.018278091746856e-05,0.9982853531837463,0.9241769824747057,0.2336,0.3956204379562044,0.09962406015037593,0.027447055104836162,0.2894736842105263,0.4166666666666667,0.13636363636363635,0.5,1.0,True,0.08787626326656282,0.9971228935470613,7.127946642227993e-05,0.9975560903549194,6.46923887732294,0.2664,0.448661800486618,0.10150375939849623,0.03324201875460963,0.3157894736842105,0.4166666666666667,0.18181818181818182,0.5,1.0,True,0.10598761183757742,0.9708029197080292,0.0008960847207372334,0.9953054785728455,81.3275744577741,0.3112,0.5201946472019465,0.10657894736842105,0.047466020440417235,0.42105263157894735,0.5,0.3181818181818182,0.5,1.0,True,0.10504582171188467,0.9725016767270288,0.000834988035232422,0.9954315423965454,75.78251256292587,0.3104,0.5187347931873479,0.10563909774436091,0.04657043514908861,0.42105263157894735,0.5,0.3181818181818182,0.5,1.0,True,0.14289854022530518,0.8130667765869745,0.009235782292143984,0.9887597560882568,838.2285231045581,0.3496,0.5995133819951338,0.12706766917293233,0.08429038036034138,0.5263157894736842,0.5833333333333334,0.45454545454545453,0.5,1.0,LogReg,fleet,150000,75000,3.18,C_feature_ablation,CTT_Forester,FS-A-rank,0
125812,27607,0.2194305789590818,0.7373397432661152,0.541043059361604,98229,0.039665574882341466,True,0.12265005252291085,1.0,0.0,0.7263948821750925,0.0,0.9944,0.5931873479318734,0.0,0.04867769465809715,0.21052631578947367,0.4166666666666667,0.0,1.0,0.5,True,0.12435251928858623,0.9968060394889663,0.00011201059009215417,0.6871167565499108,10.165946807221763,0.996,0.5985401459854015,0.0011278195488721805,0.05015277631440312,0.2894736842105263,0.5,0.045454545454545456,1.0,1.0,True,0.13594378237403557,0.9700180925303696,0.0011812025864263531,0.6354615144392445,107.20452996706588,0.9984,0.6170316301703163,0.013909774436090226,0.06126857022442314,0.39473684210526316,0.6666666666666666,0.13636363636363635,1.0,1.0,True,0.13445865179121239,0.9745339984247834,0.0009877297489944504,0.639152117310742,89.64516730004645,0.9984,0.6160583941605839,0.011842105263157895,0.05979348856811716,0.3684210526315789,0.6666666666666666,0.09090909090909091,1.0,1.0,True,0.18640199949288225,0.8592419435631992,0.008584084313425997,0.5894540767673981,779.081196226177,0.9984,0.6515815085158151,0.0774436090225564,0.11310715414603309,0.6842105263157895,0.8333333333333334,0.5454545454545454,1.0,1.0,RandomForest,fleet,150000,75000,186.13,C_feature_ablation,CTT_Forester,FS-A-rank,0
125812,27607,0.2194305789590818,0.7238906440295778,0.538898367151864,98229,0.039665574882341466,True,3.62226971420292e-05,1.0,0.0,0.999980684898962,0.0,0.0,0.00048661800486618007,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.5,True,0.02122650052522911,0.9965986394557823,2.036556183493712e-05,0.9998558242400839,1.8483539649494114,0.0504,0.12116788321167883,0.0,0.01443472763670846,0.18421052631578946,0.25,0.0,1.0,1.0,True,0.03162241460499149,0.9458288190682557,0.000509139045873428,0.9998141473089667,46.208849123735284,0.1096,0.17761557177615572,0.0,0.019544831946054157,0.18421052631578946,0.25,0.0,1.0,1.0,True,0.030354620205020465,0.945823927765237,0.0004887734840384909,0.9998192070685484,44.360495158785874,0.0952,0.17274939172749393,0.0,0.019176061531977664,0.18421052631578946,0.25,0.0,1.0,1.0,True,0.17252870648748506,0.8729838709677419,0.007056667175805713,0.9897636755843532,640.4546488549711,0.9912,0.6214111922141119,0.02913533834586466,0.11020967232114635,0.42105263157894735,0.6666666666666666,0.18181818181818182,1.0,1.0,HistGB,fleet,150000,75000,68.46,C_feature_ablation,CTT_Forester,FS-A-rank,0
125812,27607,0.2194305789590818,0.7555600874653927,0.572388139091778,98229,0.039665574882341466,True,0.019994928822400115,1.0,0.0,0.999810516834259,0.0,0.3296,0.029197080291970802,0.0,0.004214519018017069,0.18421052631578946,0.25,0.0,1.0,1.0,True,0.0679900025355888,0.9962845010615711,7.127946642227993e-05,0.9989964365959167,6.46923887732294,0.8064,0.2121654501216545,0.0009398496240601503,0.02254767674639132,0.2894736842105263,0.4166666666666667,0.09090909090909091,1.0,1.0,True,0.0904480747636469,0.9799843014128728,0.0005193218267908966,0.9978246688842773,47.133026106209996,0.9192,0.327007299270073,0.007706766917293233,0.03345274470551048,0.2894736842105263,0.4166666666666667,0.09090909090909091,1.0,1.0,True,0.08744159090085848,0.9801055623223711,0.0004989562649559595,0.9979999661445618,45.284672141260586,0.912,0.31143552311435524,0.005639097744360902,0.03181961858602887,0.2894736842105263,0.4166666666666667,0.09090909090909091,1.0,1.0,True,0.24359763828014633,0.9005088377075522,0.007565806221679141,0.9652026295661926,686.6634979787065,0.992,0.637956204379562,0.10244360902255639,0.19118111895479928,0.4473684210526316,0.6666666666666666,0.22727272727272727,1.0,1.0,XGBoost,fleet,150000,75000,20.08,C_feature_ablation,CTT_Forester,FS-A-rank,0
125812,27607,0.2194305789590818,0.657873563319188,0.4642798289564095,98229,0.039665574882341466,True,0.007751657188394248,1.0,0.0,0.9999571355176218,0.0,0.0304,0.027737226277372264,0.0,0.00626909703930039,0.15789473684210525,0.25,0.0,1.0,0.5,True,0.03423044879921759,0.9864300626304802,0.0001323761519270913,0.9998891947967161,12.014300772171175,0.2976,0.12749391727493917,0.0005639097744360903,0.016225898219365716,0.21052631578947367,0.3333333333333333,0.045454545454545456,1.0,0.5,True,0.069475133118412,0.9547038327526133,0.0009266330634896391,0.9997612681793078,84.10010540519822,0.6952,0.26520681265206814,0.0011278195488721805,0.026235380887156254,0.2631578947368421,0.4166666666666667,0.045454545454545456,1.0,1.0,True,0.06770022095845257,0.9574795081967213,0.0008451708161498905,0.9997708424025877,76.70668954540058,0.6784,0.25498783454987833,0.0011278195488721805,0.02586661047307976,0.2631578947368421,0.4166666666666667,0.045454545454545456,1.0,1.0,True,0.11138479371173977,0.7523856129190115,0.010304974288478184,0.9992087464420032,935.2671062644023,0.9664,0.4569343065693431,0.0037593984962406013,0.04783479085449373,0.34210526315789475,0.5,0.13636363636363635,1.0,1.0,LightGBM,fleet,150000,75000,53.71,C_feature_ablation,CTT_Forester,FS-A-rank,0
125812,27607,0.2194305789590818,0.5112738230879894,0.33289489697626884,98229,0.039665574882341466,True,0.05578295359872496,0.9993510707332901,1.018278091746856e-05,0.9999991655349731,0.9241769824747057,0.0176,0.4506082725060827,0.00037593984962406017,0.031082077757875883,0.23684210526315788,0.3333333333333333,0.045454545454545456,1.0,1.0,True,0.05973122758720614,0.9909855769230769,0.0001527417137620284,0.999998927116394,13.862654737120586,0.0184,0.4768856447688564,0.0018796992481203006,0.033505426193235696,0.23684210526315788,0.3333333333333333,0.045454545454545456,1.0,1.0,True,0.06842467490129316,0.9530776992936428,0.0009469986253245762,0.9999982118606567,85.94845937014765,0.0392,0.5255474452554745,0.005639097744360902,0.038457486039405755,0.3157894736842105,0.4166666666666667,0.13636363636363635,1.0,1.0,True,0.06741043938131633,0.9632505175983437,0.0007229774451402678,0.9999983310699463,65.61656575570412,0.032,0.5226277372262774,0.0050751879699248124,0.037930671162153616,0.2894736842105263,0.4166666666666667,0.09090909090909091,1.0,1.0,True,0.11047922628318904,0.7625,0.009673641871595133,0.999994158744812,877.9681333509704,0.3584,0.6262773722627737,0.04567669172932331,0.05647455484142872,0.6052631578947368,0.75,0.45454545454545453,1.0,1.0,LogReg,fleet,150000,75000,6.25,C_feature_ablation,CTT_Forester,FS-A,0
125812,27607,0.2194305789590818,0.687823180168127,0.49079212627548835,98229,0.039665574882341466,True,0.12873546564277177,1.0,0.0,0.6243753686607101,0.0,0.9952,0.55669099756691,0.043045112781954886,0.04936255399852492,0.39473684210526316,0.5833333333333334,0.22727272727272727,1.0,0.5,True,0.14326076719672548,0.9992420414350682,3.054834275240568e-05,0.6007540610258708,2.772530947424117,0.9952,0.5669099756690997,0.08609022556390977,0.057317458645032134,0.5263157894736842,0.6666666666666666,0.36363636363636365,1.0,1.0,True,0.16484949469337487,0.9766094420600858,0.0011099231200040732,0.5780114585910809,100.73529108974293,0.9968,0.5746958637469587,0.14097744360902256,0.07238436413444316,0.7368421052631579,0.9166666666666666,0.5909090909090909,1.0,1.0,True,0.16448726772195457,0.9780314451863019,0.0010386436535817932,0.5788073271073605,94.26605221241999,0.9968,0.5746958637469587,0.14041353383458646,0.07201559372036666,0.7368421052631579,0.9166666666666666,0.5909090909090909,1.0,1.0,True,0.19773970369833738,0.8727418065547562,0.008105493610304975,0.5564368679304692,735.6448780498658,0.9984,0.5819951338199514,0.20545112781954888,0.10125381940786007,0.868421052631579,0.9166666666666666,0.8181818181818182,1.0,1.0,RandomForest,fleet,150000,75000,142.47,C_feature_ablation,CTT_Forester,FS-A,0
125812,27607,0.2194305789590818,0.6319411525778218,0.4629613334332474,98229,0.039665574882341466,True,0.1300032600427428,0.9997214484679666,1.018278091746856e-05,0.8937053106536776,0.9241769824747057,0.9944,0.564963503649635,0.05394736842105263,0.047307975977241595,0.2894736842105263,0.4166666666666667,0.09090909090909091,1.0,1.0,True,0.14662947803093418,0.997289972899729,0.00011201059009215417,0.7656403547171872,10.165946807221763,0.9952,0.5815085158150851,0.10695488721804511,0.0547887472342219,0.34210526315789475,0.5,0.13636363636363635,1.0,1.0,True,0.16090122070489368,0.9722039833661633,0.0012932131765185071,0.6354742536027508,117.37047677428764,0.996,0.5927007299270073,0.13533834586466165,0.06632599304604363,0.6842105263157895,0.75,0.5909090909090909,1.0,1.0,True,0.16032165755062122,0.9748898678414097,0.001160837024591416,0.641091653921387,105.35617600211647,0.996,0.591727493917275,0.13421052631578947,0.06590454114424191,0.6842105263157895,0.75,0.5909090909090909,1.0,1.0,True,0.1951678922012533,0.820341047503045,0.012015681482612901,0.46879008616842954,1090.5288393201529,0.9976,0.6053527980535279,0.18703007518796994,0.10020018965335581,0.8421052631578947,0.8333333333333334,0.8181818181818182,1.0,1.0,HistGB,fleet,150000,75000,99.35,C_feature_ablation,CTT_Forester,FS-A,0
