n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[dos]@fa1,recall[fuzzing]@fa1,recall[spoofing]@fa1,recall[timing]@fa1,event_recall@fa1,event_recall[dos]@fa1,event_recall[timing]@fa1,event_recall[spoofing]@fa1,event_recall[fuzzing]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[dos]@fa10,recall[fuzzing]@fa10,recall[spoofing]@fa10,recall[timing]@fa10,event_recall@fa10,event_recall[dos]@fa10,event_recall[timing]@fa10,event_recall[spoofing]@fa10,event_recall[fuzzing]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[dos]@fa100,recall[fuzzing]@fa100,recall[spoofing]@fa100,recall[timing]@fa100,event_recall@fa100,event_recall[dos]@fa100,event_recall[timing]@fa100,event_recall[spoofing]@fa100,event_recall[fuzzing]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[dos]@fpr0.001,recall[fuzzing]@fpr0.001,recall[spoofing]@fpr0.001,recall[timing]@fpr0.001,event_recall@fpr0.001,event_recall[dos]@fpr0.001,event_recall[timing]@fpr0.001,event_recall[spoofing]@fpr0.001,event_recall[fuzzing]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[dos]@fpr0.01,recall[fuzzing]@fpr0.01,recall[spoofing]@fpr0.01,recall[timing]@fpr0.01,event_recall@fpr0.01,event_recall[dos]@fpr0.01,event_recall[timing]@fpr0.01,event_recall[spoofing]@fpr0.01,event_recall[fuzzing]@fpr0.01,model,scope,n_train,n_train_pos,fit_s,control,test_domain,feature_set,seed,k,sources
118722,21816,0.18375701217971396,0.8924011328452447,0.832529374158969,96923,0.024890421752929687,False,0.7370737073707371,1.0,0.0,0.9956811422242846,0.0,0.999643461984134,0.9514588859416445,0.0,0.33773784355179703,0.4117647058823529,1.0,0.5,0.0,1.0,True,0.7370737073707371,1.0,0.0,0.9956811422242846,0.0,0.999643461984134,0.9514588859416445,0.0,0.33773784355179703,0.4117647058823529,1.0,0.5,0.0,1.0,True,0.7370737073707371,1.0,0.0,0.9956811422242846,0.0,0.999643461984134,0.9514588859416445,0.0,0.33773784355179703,0.4117647058823529,1.0,0.5,0.0,1.0,True,0.7370737073707371,1.0,0.0,0.9956811422242846,0.0,0.999643461984134,0.9514588859416445,0.0,0.33773784355179703,0.4117647058823529,1.0,0.5,0.0,1.0,True,0.7375320865419875,0.9763349514563107,0.004024518605659093,0.9956811422242845,582.0820203123884,0.999643461984134,0.9514588859416445,0.003286230693394676,0.33773784355179703,0.5,1.0,0.5,0.21428571428571427,1.0,HistGB,fleet,10934,1058,9.14,B_fleet_size,CTT_Silverado,FS-B,0,1,CIDv2_Prototype
118722,21816,0.18375701217971396,0.8903261788171195,0.8629828096126532,96923,0.024890421752929687,False,0.7617803447011368,0.9998796702966127,2.063855695209791e-05,0.43978008627891546,2.985036001601992,0.9997325964881005,0.9103448275862069,0.20966151823858034,0.3522727272727273,0.5882352941176471,1.0,0.6666666666666666,0.2857142857142857,1.0,True,0.768976897689769,0.9995233555767398,8.255422780839164e-05,0.3944748640060425,11.940144006407968,0.9997325964881005,0.9331564986737401,0.22609267170555372,0.35782241014799154,0.5882352941176471,1.0,0.6666666666666666,0.2857142857142857,1.0,True,0.7741565823248991,0.9951682281539096,0.0008461808350360143,0.3760996460914612,122.38647606568166,0.9997325964881005,0.9387267904509283,0.2385803483404535,0.37209302325581395,0.6176470588235294,1.0,0.75,0.2857142857142857,1.0,True,0.7741565823248991,0.9951682281539096,0.0008461808350360143,0.3760996460914612,122.38647606568166,0.9997325964881005,0.9387267904509283,0.2385803483404535,0.37209302325581395,0.6176470588235294,1.0,0.75,0.2857142857142857,1.0,True,0.7782361569490283,0.9417572664743732,0.010835242399851402,0.35408589243888855,1567.143900841046,0.9998217309920671,0.9511936339522546,0.23890897140979298,0.38266384778012685,0.6176470588235294,1.0,0.75,0.2857142857142857,1.0,XGBoost,fleet,10934,1058,3.56,B_fleet_size,CTT_Silverado,FS-B,0,1,CIDv2_Prototype
118722,21816,0.18375701217971396,0.4396790306399774,0.4263056395498346,96923,0.024890421752929687,False,0.30198019801980197,1.0,0.0,26.500000000000004,0.0,0.186558516801854,0.9976127320954907,0.0,0.19397463002114165,0.23529411764705882,0.5,0.16666666666666666,0.0,1.0,True,0.30198019801980197,0.9992416198998938,5.159639238024477e-05,26.5,7.46259000400498,0.186558516801854,0.9976127320954907,0.0,0.19397463002114165,0.23529411764705882,0.5,0.16666666666666666,0.0,1.0,True,0.302026035936927,0.9869682444577591,0.0008977772274162591,25.5,129.84906606968667,0.186558516801854,0.9976127320954907,0.0,0.19423890063424948,0.2647058823529412,0.5,0.25,0.0,1.0,True,0.302026035936927,0.9869682444577591,0.0008977772274162591,25.5,129.84906606968667,0.186558516801854,0.9976127320954907,0.0,0.19423890063424948,0.2647058823529412,0.5,0.25,0.0,1.0,True,0.30363036303630364,0.8745709004489042,0.009803314552246508,24.0,1417.892100760946,0.186558516801854,0.9976127320954907,0.00558659217877095,0.19899577167019028,0.5588235294117647,0.5,0.6666666666666666,0.35714285714285715,1.0,Rule:Combined,fleet,10934,1058,0.26,B_fleet_size,CTT_Silverado,FS-B,0,1,CIDv2_Prototype
118722,21816,0.18375701217971396,0.8924011328452447,0.832529374158969,96923,0.024890421752929687,False,0.7370737073707371,1.0,0.0,0.9956811422242846,0.0,0.999643461984134,0.9514588859416445,0.0,0.33773784355179703,0.4117647058823529,1.0,0.5,0.0,1.0,True,0.7370737073707371,1.0,0.0,0.9956811422242846,0.0,0.999643461984134,0.9514588859416445,0.0,0.33773784355179703,0.4117647058823529,1.0,0.5,0.0,1.0,True,0.7370737073707371,1.0,0.0,0.9956811422242846,0.0,0.999643461984134,0.9514588859416445,0.0,0.33773784355179703,0.4117647058823529,1.0,0.5,0.0,1.0,True,0.7370737073707371,1.0,0.0,0.9956811422242846,0.0,0.999643461984134,0.9514588859416445,0.0,0.33773784355179703,0.4117647058823529,1.0,0.5,0.0,1.0,True,0.7375320865419875,0.9763349514563107,0.004024518605659093,0.9956811422242845,582.0820203123884,0.999643461984134,0.9514588859416445,0.003286230693394676,0.33773784355179703,0.5,1.0,0.5,0.21428571428571427,1.0,HistGB,fleet,10934,1058,7.43,B_fleet_size,CTT_Silverado,FS-B,1,1,CIDv2_Prototype
118722,21816,0.18375701217971396,0.8903261788171195,0.8629828096126532,96923,0.024890421752929687,False,0.7617803447011368,0.9998796702966127,2.063855695209791e-05,0.43978008627891546,2.985036001601992,0.9997325964881005,0.9103448275862069,0.20966151823858034,0.3522727272727273,0.5882352941176471,1.0,0.6666666666666666,0.2857142857142857,1.0,True,0.768976897689769,0.9995233555767398,8.255422780839164e-05,0.3944748640060425,11.940144006407968,0.9997325964881005,0.9331564986737401,0.22609267170555372,0.35782241014799154,0.5882352941176471,1.0,0.6666666666666666,0.2857142857142857,1.0,True,0.7741565823248991,0.9951682281539096,0.0008461808350360143,0.3760996460914612,122.38647606568166,0.9997325964881005,0.9387267904509283,0.2385803483404535,0.37209302325581395,0.6176470588235294,1.0,0.75,0.2857142857142857,1.0,True,0.7741565823248991,0.9951682281539096,0.0008461808350360143,0.3760996460914612,122.38647606568166,0.9997325964881005,0.9387267904509283,0.2385803483404535,0.37209302325581395,0.6176470588235294,1.0,0.75,0.2857142857142857,1.0,True,0.7782361569490283,0.9417572664743732,0.010835242399851402,0.35408589243888855,1567.143900841046,0.9998217309920671,0.9511936339522546,0.23890897140979298,0.38266384778012685,0.6176470588235294,1.0,0.75,0.2857142857142857,1.0,XGBoost,fleet,10934,1058,2.9,B_fleet_size,CTT_Silverado,FS-B,1,1,CIDv2_Prototype
118722,21816,0.18375701217971396,0.4396790306399774,0.4263056395498346,96923,0.024890421752929687,False,0.30198019801980197,1.0,0.0,26.500000000000004,0.0,0.186558516801854,0.9976127320954907,0.0,0.19397463002114165,0.23529411764705882,0.5,0.16666666666666666,0.0,1.0,True,0.30198019801980197,0.9992416198998938,5.159639238024477e-05,26.5,7.46259000400498,0.186558516801854,0.9976127320954907,0.0,0.19397463002114165,0.23529411764705882,0.5,0.16666666666666666,0.0,1.0,True,0.302026035936927,0.9869682444577591,0.0008977772274162591,25.5,129.84906606968667,0.186558516801854,0.9976127320954907,0.0,0.19423890063424948,0.2647058823529412,0.5,0.25,0.0,1.0,True,0.302026035936927,0.9869682444577591,0.0008977772274162591,25.5,129.84906606968667,0.186558516801854,0.9976127320954907,0.0,0.19423890063424948,0.2647058823529412,0.5,0.25,0.0,1.0,True,0.30363036303630364,0.8745709004489042,0.009803314552246508,24.0,1417.892100760946,0.186558516801854,0.9976127320954907,0.00558659217877095,0.19899577167019028,0.5588235294117647,0.5,0.6666666666666666,0.35714285714285715,1.0,Rule:Combined,fleet,10934,1058,0.26,B_fleet_size,CTT_Silverado,FS-B,1,1,CIDv2_Prototype
118722,21816,0.18375701217971396,0.9072464193787617,0.8844584951730725,96923,0.024890421752929687,False,0.6083149981664833,1.0,0.0,0.67357849286434,0.0,0.9992869239682681,0.33978779840848805,0.012816299704239238,0.19556025369978858,0.47058823529411764,1.0,0.3333333333333333,0.2857142857142857,1.0,True,0.6199119911991199,1.0,0.0,0.570420190089196,0.0,0.9998217309920671,0.34350132625994695,0.0874137364442984,0.19714587737843553,0.5,1.0,0.4166666666666667,0.2857142857142857,1.0,True,0.7504125412541254,0.9999389201075006,1.0319278476048955e-05,0.2452955464477057,1.492518000800996,0.9999108654960335,0.9936339522546419,0.19914558001971738,0.21168076109936576,0.6176470588235294,1.0,0.75,0.2857142857142857,1.0,True,0.7515584891822515,0.9993904669023528,0.00010319278476048954,0.21414446133765713,14.92518000800996,0.9999108654960335,0.9936339522546419,0.20243181071311206,0.2156448202959831,0.6176470588235294,1.0,0.75,0.2857142857142857,1.0,True,0.7797029702970297,0.9629755434782609,0.006748808123336016,0.11490316127027819,976.1067725238513,1.0,0.9936339522546419,0.27407163982911603,0.3200317124735729,0.7352941176470589,1.0,1.0,0.35714285714285715,1.0,HistGB,fleet,17309,864,8.95,B_fleet_size,CTT_Silverado,FS-B,0,1,CIDv2_RenaultClio
118722,21816,0.18375701217971396,0.9424149924933398,0.9004676445641774,96923,0.024890421752929687,False,0.7488540520718738,1.0,0.0,0.03746947646141053,0.0,0.9953650057937428,0.9936339522546419,0.20571804140650674,0.21088794926004228,0.6470588235294118,1.0,0.75,0.35714285714285715,1.0,True,0.7538045471213788,0.999878397276099,2.063855695209791e-05,0.028347764164209366,2.985036001601992,0.9998217309920671,0.9936339522546419,0.21459086427867236,0.2190803382663848,0.6470588235294118,1.0,0.75,0.35714285714285715,1.0,True,0.7642555922258892,0.9959381160026283,0.0007017109363713289,0.014270942658185959,101.49122405446772,0.9999108654960335,0.9936339522546419,0.26026947091685837,0.24233615221987315,0.7352941176470589,1.0,0.8333333333333334,0.5,1.0,True,0.767005867253392,0.9938821572820147,0.0010628856830330424,0.013160835951566696,153.7293540825026,0.9999108654960335,0.9936339522546419,0.2701281629970424,0.2502642706131078,0.7647058823529411,1.0,0.8333333333333334,0.5714285714285714,1.0,True,0.7945544554455446,0.9378347670832657,0.011856850968980249,0.0068211983889341354,1714.9031829203443,0.9999108654960335,0.9936339522546419,0.3591850147880381,0.33747357293868924,0.8235294117647058,1.0,0.9166666666666666,0.6428571428571429,1.0,XGBoost,fleet,17309,864,3.14,B_fleet_size,CTT_Silverado,FS-B,0,1,CIDv2_RenaultClio
118722,21816,0.18375701217971396,0.9971374836619937,0.9912254018478434,96923,0.024890421752929687,False,0.8034470113678035,1.0,0.0,31250.000000000004,0.0,1.0,0.8480106100795756,0.6033519553072626,0.3372093023255814,0.7352941176470589,1.0,0.8333333333333334,0.6428571428571429,0.5,True,0.9197378071140447,0.9999501644572909,1.0319278476048955e-05,31250.0,1.492518000800996,1.0,0.8482758620689655,0.8879395333552416,0.7785412262156448,0.8529411764705882,1.0,0.9166666666666666,0.8571428571428571,0.5,True,0.9197378071140447,0.9999501644572909,1.0319278476048955e-05,31250.0,1.492518000800996,1.0,0.8482758620689655,0.8879395333552416,0.7785412262156448,0.8529411764705882,1.0,0.9166666666666666,0.8571428571428571,0.5,True,0.9197378071140447,0.9999501644572909,1.0319278476048955e-05,31250.0,1.492518000800996,1.0,0.8482758620689655,0.8879395333552416,0.7785412262156448,0.8529411764705882,1.0,0.9166666666666666,0.8571428571428571,0.5,True,0.9197378071140447,0.9999501644572909,1.0319278476048955e-05,31250.0,1.492518000800996,1.0,0.8482758620689655,0.8879395333552416,0.7785412262156448,0.8529411764705882,1.0,0.9166666666666666,0.8571428571428571,0.5,Rule:Combined,fleet,17309,864,0.29,B_fleet_size,CTT_Silverado,FS-B,0,1,CIDv2_RenaultClio
118722,21816,0.18375701217971396,0.9072464193787617,0.8844584951730725,96923,0.024890421752929687,False,0.6083149981664833,1.0,0.0,0.67357849286434,0.0,0.9992869239682681,0.33978779840848805,0.012816299704239238,0.19556025369978858,0.47058823529411764,1.0,0.3333333333333333,0.2857142857142857,1.0,True,0.6199119911991199,1.0,0.0,0.570420190089196,0.0,0.9998217309920671,0.34350132625994695,0.0874137364442984,0.19714587737843553,0.5,1.0,0.4166666666666667,0.2857142857142857,1.0,True,0.7504125412541254,0.9999389201075006,1.0319278476048955e-05,0.2452955464477057,1.492518000800996,0.9999108654960335,0.9936339522546419,0.19914558001971738,0.21168076109936576,0.6176470588235294,1.0,0.75,0.2857142857142857,1.0,True,0.7515584891822515,0.9993904669023528,0.00010319278476048954,0.21414446133765713,14.92518000800996,0.9999108654960335,0.9936339522546419,0.20243181071311206,0.2156448202959831,0.6176470588235294,1.0,0.75,0.2857142857142857,1.0,True,0.7797029702970297,0.9629755434782609,0.006748808123336016,0.11490316127027819,976.1067725238513,1.0,0.9936339522546419,0.27407163982911603,0.3200317124735729,0.7352941176470589,1.0,1.0,0.35714285714285715,1.0,HistGB,fleet,17309,864,8.22,B_fleet_size,CTT_Silverado,FS-B,1,1,CIDv2_RenaultClio
