n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[diagnostic]@fa1,recall[dos]@fa1,recall[fuzzing]@fa1,recall[replay]@fa1,recall[suspension]@fa1,event_recall@fa1,event_recall[diagnostic]@fa1,event_recall[dos]@fa1,event_recall[fuzzing]@fa1,event_recall[replay]@fa1,event_recall[suspension]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[diagnostic]@fa10,recall[dos]@fa10,recall[fuzzing]@fa10,recall[replay]@fa10,recall[suspension]@fa10,event_recall@fa10,event_recall[diagnostic]@fa10,event_recall[dos]@fa10,event_recall[fuzzing]@fa10,event_recall[replay]@fa10,event_recall[suspension]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[diagnostic]@fa100,recall[dos]@fa100,recall[fuzzing]@fa100,recall[replay]@fa100,recall[suspension]@fa100,event_recall@fa100,event_recall[diagnostic]@fa100,event_recall[dos]@fa100,event_recall[fuzzing]@fa100,event_recall[replay]@fa100,event_recall[suspension]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[diagnostic]@fpr0.001,recall[dos]@fpr0.001,recall[fuzzing]@fpr0.001,recall[replay]@fpr0.001,recall[suspension]@fpr0.001,event_recall@fpr0.001,event_recall[diagnostic]@fpr0.001,event_recall[dos]@fpr0.001,event_recall[fuzzing]@fpr0.001,event_recall[replay]@fpr0.001,event_recall[suspension]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[diagnostic]@fpr0.01,recall[dos]@fpr0.01,recall[fuzzing]@fpr0.01,recall[replay]@fpr0.01,recall[suspension]@fpr0.01,event_recall@fpr0.01,event_recall[diagnostic]@fpr0.01,event_recall[dos]@fpr0.01,event_recall[fuzzing]@fpr0.01,event_recall[replay]@fpr0.01,event_recall[suspension]@fpr0.01,model,scope,n_train,n_train_pos,fit_s,control,test_domain,feature_set,seed,k,sources
9085,864,0.09510181618051734,0.9942095840823185,0.9864376225689808,8224,0.0455447607482506,False,0.0,0.0,0.0,0.9934240776645941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.9934240776645941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.9699074074074074,1.0,0.0,0.931539166278001,0.0,0.2,0.9968051118210862,0.15384615384615385,0.0,0.9905660377358491,0.6666666666666666,1.0,1.0,0.5,0.0,1.0,True,0.9652777777777778,1.0,0.0,0.993424077664594,0.0,0.0,0.9968051118210862,0.0,0.0,0.9905660377358491,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,True,0.9791666666666666,0.9215686274509803,0.008758058630336941,0.3469592546457328,692.2642813624625,0.3,1.0,0.3076923076923077,1.0,0.9905660377358491,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,HistGB,fleet,40000,952,8.13,B_fleet_size,CIDv2_RenaultClio,FS-B,0,1,CIDv2_OpelAstra
9085,864,0.09510181618051734,0.9995162569210738,0.9983670776127819,8224,0.0455447607482506,False,0.9768518518518519,1.0,0.0,0.4719169437885285,0.0,0.3,1.0,0.46153846153846156,0.0,0.9858490566037735,0.6666666666666666,1.0,1.0,0.5,0.0,1.0,True,0.9768518518518519,1.0,0.0,0.47191694378852844,0.0,0.3,1.0,0.46153846153846156,0.0,0.9858490566037735,0.6666666666666666,1.0,1.0,0.5,0.0,1.0,True,0.9930555555555556,0.9976744186046511,0.0002432794063982484,0.05541561171412468,19.229563371179516,1.0,1.0,0.7692307692307693,0.6666666666666666,0.9905660377358491,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,True,0.9837962962962963,1.0,0.0,0.35023215413093567,0.0,0.4,1.0,0.6153846153846154,0.6666666666666666,0.9905660377358491,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,True,0.9953703703703703,0.9368191721132898,0.0070551027855492035,0.014205883257091045,557.657337764206,1.0,1.0,0.8461538461538461,1.0,0.9905660377358491,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,fleet,40000,952,5.7,B_fleet_size,CIDv2_RenaultClio,FS-B,0,1,CIDv2_OpelAstra
9085,864,0.09510181618051734,0.982663948920335,0.8854464953584804,8224,0.0455447607482506,False,0.7233796296296297,1.0,0.0,437500.00000000006,0.0,0.0,0.9984025559105432,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7233796296296297,1.0,0.0,437500.0,0.0,0.0,0.9984025559105432,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7233796296296297,1.0,0.0,296875.0,0.0,0.0,0.9984025559105432,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7233796296296297,1.0,0.0,296875.0,0.0,0.0,0.9984025559105432,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7303240740740741,0.797724399494311,0.019462352511859873,46875.0,1538.3650696943612,0.0,1.0,0.15384615384615385,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,Rule:Combined,fleet,40000,952,0.07,B_fleet_size,CIDv2_RenaultClio,FS-B,0,1,CIDv2_OpelAstra
9085,864,0.09510181618051734,0.993790462095717,0.9864616237151793,8224,0.0455447607482506,False,0.0,0.0,0.0,0.9934240776645941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.9934240776645941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.9664351851851852,1.0,0.0,0.9016050476857833,0.0,0.0,0.9968051118210862,0.07692307692307693,0.0,0.9905660377358491,0.5,0.0,1.0,0.5,0.0,1.0,True,0.9652777777777778,1.0,0.0,0.993424077664594,0.0,0.0,0.9968051118210862,0.0,0.0,0.9905660377358491,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,True,0.9791666666666666,0.9746543778801844,0.0026760734703807324,0.3519496472713006,211.52519708297467,0.3,0.9984025559105432,0.3076923076923077,1.0,0.9952830188679245,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,HistGB,fleet,40000,952,6.99,B_fleet_size,CIDv2_RenaultClio,FS-B,1,1,CIDv2_OpelAstra
9085,864,0.09510181618051734,0.9995936896025084,0.9987845228850345,8224,0.0455447607482506,False,0.9907407407407407,1.0,0.0,0.4281658530235291,0.0,1.0,1.0,0.7692307692307693,0.3333333333333333,0.9858490566037735,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,True,0.9907407407407407,1.0,0.0,0.42816585302352905,0.0,1.0,1.0,0.7692307692307693,0.3333333333333333,0.9858490566037735,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,True,0.9942129629629629,0.9976771196283392,0.0002432794063982484,0.08410178124904633,19.229563371179516,1.0,1.0,0.7692307692307693,1.0,0.9905660377358491,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,True,0.9942129629629629,0.9976771196283392,0.0002432794063982484,0.08410178124904633,19.229563371179516,1.0,1.0,0.7692307692307693,1.0,0.9905660377358491,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,True,0.9976851851851852,0.9318918918918919,0.007663301301544824,0.018489615991711617,605.7312461921547,1.0,1.0,0.9230769230769231,1.0,0.9952830188679245,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,fleet,40000,952,4.98,B_fleet_size,CIDv2_RenaultClio,FS-B,1,1,CIDv2_OpelAstra
9085,864,0.09510181618051734,0.9826639489203349,0.8854464953584803,8224,0.0455447607482506,False,0.7233796296296297,1.0,0.0,437500.00000000006,0.0,0.0,0.9984025559105432,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7233796296296297,1.0,0.0,437500.0,0.0,0.0,0.9984025559105432,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7233796296296297,1.0,0.0,296875.0,0.0,0.0,0.9984025559105432,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7233796296296297,1.0,0.0,296875.0,0.0,0.0,0.9984025559105432,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7303240740740741,0.797724399494311,0.019462352511859873,46875.0,1538.3650696943612,0.0,1.0,0.15384615384615385,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,Rule:Combined,fleet,40000,952,0.08,B_fleet_size,CIDv2_RenaultClio,FS-B,1,1,CIDv2_OpelAstra
9085,864,0.09510181618051734,0.9157714744759357,0.8102807751460108,8224,0.0455447607482506,False,0.7233796296296297,1.0,0.0,0.9155468895926112,0.0,0.0,0.9968051118210862,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.7233796296296297,1.0,0.0,0.9155468895926112,0.0,0.0,0.9968051118210862,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.7233796296296297,1.0,0.0,0.9155468895926112,0.0,0.0,0.9968051118210862,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.7233796296296297,1.0,0.0,0.9155468895926112,0.0,0.0,0.9968051118210862,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.7280092592592593,0.9290989660265879,0.005838705753557961,0.580036489777208,461.50952090830833,0.1,0.9984025559105432,0.0,0.3333333333333333,0.009433962264150943,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,HistGB,fleet,10934,1058,7.9,B_fleet_size,CIDv2_RenaultClio,FS-B,0,1,CIDv2_Prototype
9085,864,0.09510181618051734,0.9426258323309321,0.9026407540423877,8224,0.0455447607482506,False,0.7488425925925926,1.0,0.0,0.13579587638378146,0.0,1.0,1.0,0.7692307692307693,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.0,True,0.7488425925925926,1.0,0.0,0.13579587638378146,0.0,1.0,1.0,0.7692307692307693,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.0,True,0.7488425925925926,1.0,0.0,0.13579587638378143,0.0,1.0,1.0,0.7692307692307693,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.0,True,0.7488425925925926,1.0,0.0,0.13579587638378143,0.0,1.0,1.0,0.7692307692307693,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.0,True,0.7870370370370371,0.9226594301221167,0.006933463082350079,0.024734245613217354,548.0425560786161,1.0,1.0,0.7692307692307693,0.3333333333333333,0.15566037735849056,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,XGBoost,fleet,10934,1058,4.86,B_fleet_size,CIDv2_RenaultClio,FS-B,0,1,CIDv2_Prototype
9085,864,0.09510181618051734,0.9610541065789059,0.935385761888115,8224,0.0455447607482506,False,0.7511574074074074,1.0,0.0,105.79713626325358,0.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,True,0.7511574074074074,1.0,0.0,105.79713626325356,0.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,True,0.9120370370370371,0.9987325728770595,0.0001216397031991242,16.0,9.614781685589758,1.0,1.0,1.0,0.0,0.6556603773584906,0.8333333333333334,1.0,1.0,1.0,0.0,1.0,True,0.9120370370370371,0.9987325728770595,0.0001216397031991242,16.0,9.614781685589758,1.0,1.0,1.0,0.0,0.6556603773584906,0.8333333333333334,1.0,1.0,1.0,0.0,1.0,True,0.9155092592592593,0.9801734820322181,0.001946235251185987,15.5,153.83650696943613,1.0,1.0,1.0,0.0,0.6698113207547169,0.8333333333333334,1.0,1.0,1.0,0.0,1.0,Rule:Combined,fleet,10934,1058,0.04,B_fleet_size,CIDv2_RenaultClio,FS-B,0,1,CIDv2_Prototype
9085,864,0.09510181618051734,0.9157714744759357,0.8102807751460108,8224,0.0455447607482506,False,0.7233796296296297,1.0,0.0,0.9155468895926112,0.0,0.0,0.9968051118210862,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.7233796296296297,1.0,0.0,0.9155468895926112,0.0,0.0,0.9968051118210862,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.7233796296296297,1.0,0.0,0.9155468895926112,0.0,0.0,0.9968051118210862,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.7233796296296297,1.0,0.0,0.9155468895926112,0.0,0.0,0.9968051118210862,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.7280092592592593,0.9290989660265879,0.005838705753557961,0.580036489777208,461.50952090830833,0.1,0.9984025559105432,0.0,0.3333333333333333,0.009433962264150943,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,HistGB,fleet,10934,1058,6.46,B_fleet_size,CIDv2_RenaultClio,FS-B,1,1,CIDv2_Prototype
