n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[diagnostic]@fa1,recall[dos]@fa1,recall[fuzzing]@fa1,recall[replay]@fa1,recall[suspension]@fa1,event_recall@fa1,event_recall[diagnostic]@fa1,event_recall[dos]@fa1,event_recall[fuzzing]@fa1,event_recall[replay]@fa1,event_recall[suspension]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[diagnostic]@fa10,recall[dos]@fa10,recall[fuzzing]@fa10,recall[replay]@fa10,recall[suspension]@fa10,event_recall@fa10,event_recall[diagnostic]@fa10,event_recall[dos]@fa10,event_recall[fuzzing]@fa10,event_recall[replay]@fa10,event_recall[suspension]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[diagnostic]@fa100,recall[dos]@fa100,recall[fuzzing]@fa100,recall[replay]@fa100,recall[suspension]@fa100,event_recall@fa100,event_recall[diagnostic]@fa100,event_recall[dos]@fa100,event_recall[fuzzing]@fa100,event_recall[replay]@fa100,event_recall[suspension]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[diagnostic]@fpr0.001,recall[dos]@fpr0.001,recall[fuzzing]@fpr0.001,recall[replay]@fpr0.001,recall[suspension]@fpr0.001,event_recall@fpr0.001,event_recall[diagnostic]@fpr0.001,event_recall[dos]@fpr0.001,event_recall[fuzzing]@fpr0.001,event_recall[replay]@fpr0.001,event_recall[suspension]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[diagnostic]@fpr0.01,recall[dos]@fpr0.01,recall[fuzzing]@fpr0.01,recall[replay]@fpr0.01,recall[suspension]@fpr0.01,event_recall@fpr0.01,event_recall[diagnostic]@fpr0.01,event_recall[dos]@fpr0.01,event_recall[fuzzing]@fpr0.01,event_recall[replay]@fpr0.01,event_recall[suspension]@fpr0.01,protocol,fold,test_domain,feature_set,model,scope,fit_s,score_s,n_train,n_train_pos,dim,recall[spoofing]@fa1,event_recall[spoofing]@fa1,recall[spoofing]@fa10,event_recall[spoofing]@fa10,recall[spoofing]@fa100,event_recall[spoofing]@fa100,recall[spoofing]@fpr0.001,event_recall[spoofing]@fpr0.001,recall[spoofing]@fpr0.01,event_recall[spoofing]@fpr0.01,recall[timing]@fa1,event_recall[timing]@fa1,recall[timing]@fa10,event_recall[timing]@fa10,recall[timing]@fa100,event_recall[timing]@fa100,recall[timing]@fpr0.001,event_recall[timing]@fpr0.001,recall[timing]@fpr0.01,event_recall[timing]@fpr0.01,recall[masquerade]@fa1,event_recall[masquerade]@fa1,recall[masquerade]@fa10,event_recall[masquerade]@fa10,recall[masquerade]@fa100,event_recall[masquerade]@fa100,recall[masquerade]@fpr0.001,event_recall[masquerade]@fpr0.001,recall[masquerade]@fpr0.01,event_recall[masquerade]@fpr0.01
59474,952,0.0160069946531257,0.8584709686136852,0.6831552768745709,58526,0.0328857999568248,False,0.6565126050420168,1.0,0.0,0.5741611888213434,0.0,0.0,0.9984025559105432,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6565126050420168,1.0,0.0,0.5741611888213434,0.0,0.0,0.9984025559105432,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6565126050420168,0.970496894409938,0.000324664228837,0.5595378894671672,35.540909004730025,0.0,0.9984025559105432,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6565126050420168,0.9615384615384616,0.0004271897747855,0.5588286007613553,46.764353953592135,0.0,0.9984025559105432,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6628151260504201,0.5088709677419355,0.010406342913776,0.5439648989380556,1139.1796623095042,0.1,0.9984025559105432,0.0,0.0,0.0167224080267558,0.5,1.0,1.0,0.0,0.0,1.0,cross_domain,0,CIDv2_OpelAstra,FS-A,IForest,fleet,1.66,2.29,150000,75000,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59474,952,0.0160069946531257,0.8233956905957078,0.6733603125907666,58526,0.0328857999568248,False,0.657563025210084,1.0,0.0,0.637028697239745,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9873817034700316,0.0001367007279313,0.6150964731907087,14.964593265149482,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9287833827893176,0.0008202043675882,0.58833312819095,89.78755959089689,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9246676514032496,0.0008714671405625,0.5875503927814908,95.39928206532797,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6607142857142857,0.501195219123506,0.0106968319606301,0.5349616186858254,1170.9794229979468,0.0,1.0,0.0,0.0,0.0100334448160535,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,cross_domain,0,CIDv2_OpelAstra,FS-A,IForest@target,target,1.6,3.52,150000,75000,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59474,952,0.0160069946531257,0.8341164936464317,0.6769737429860703,58526,0.0328857999568248,False,0.657563025210084,0.9952305246422892,5.126277297426609e-05,0.977024018764496,5.611722474431056,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9842767295597484,0.0001708759099142,0.972200095653534,18.70574158143685,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.8804500703234881,0.0014524452342708,0.9488697052001952,158.99880344221324,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.8779803646563815,0.0014866204162537,0.9481458067893982,162.73995175850058,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6607142857142857,0.5325994919559696,0.0094323502272649,0.9053035378456116,1032.556935295314,0.0,1.0,0.0,0.0,0.0100334448160535,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,cross_domain,0,CIDv2_OpelAstra,FS-A,LogReg,fleet,3.9,0.11,150000,75000,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59474,952,0.0160069946531257,0.8550470784670794,0.6877072594647501,58526,0.0328857999568248,False,0.657563025210084,1.0,0.0,0.8183422346741042,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,1.0,0.0,0.810164054504703,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6586134453781513,0.9766355140186916,0.0002563138648713,0.7769076956464875,28.05861237215528,0.0,1.0,0.0,0.0,0.0033444816053511,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,True,0.6586134453781513,0.9766355140186916,0.0002563138648713,0.7765460148452583,28.05861237215528,0.0,1.0,0.0,0.0,0.0033444816053511,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,True,0.6649159663865546,0.7292626728110599,0.0040155838829841,0.7440759529600584,439.584927163766,0.0,1.0,0.0,0.0,0.0234113712374581,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,cross_domain,0,CIDv2_OpelAstra,FS-A,RandomForest,fleet,87.4,1.65,150000,75000,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59474,952,0.0160069946531257,0.8886474658384593,0.6908733611220806,58526,0.0328857999568248,False,0.657563025210084,1.0,0.0,0.7747221911640454,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,1.0,0.0,0.7747221911640454,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9952305246422892,5.126277297426609e-05,0.7293644966144964,5.611722474431056,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9936507936507936,6.835036396568812e-05,0.7280910288864207,7.482296632574741,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6607142857142857,0.7331002331002331,0.0039130583370356,0.6737856945431573,428.3614822149039,0.0,1.0,0.0,0.0,0.0100334448160535,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,cross_domain,0,CIDv2_OpelAstra,FS-A,ExtraTrees,fleet,59.15,1.28,150000,75000,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59474,952,0.0160069946531257,0.8467739741055508,0.6795800698764367,58526,0.0328857999568248,False,0.657563025210084,0.9968152866242038,3.417518198284406e-05,0.993965167783976,3.7411483162873695,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9968152866242038,3.417518198284406e-05,0.9915549066046452,3.7411483162873695,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.93993993993994,0.0006835036396568,0.984751242890782,74.8229663257474,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.93993993993994,0.0006835036396568,0.9846651243698996,74.8229663257474,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6607142857142857,0.6065573770491803,0.0069717371245001,0.9687297482234596,763.1942565226236,0.0,1.0,0.0,0.0,0.0100334448160535,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,cross_domain,0,CIDv2_OpelAstra,FS-A,HistGB,fleet,44.11,4.1,150000,75000,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59474,952,0.0160069946531257,0.8440412877840382,0.6787300736511108,58526,0.0328857999568248,False,0.657563025210084,1.0,0.0,0.9975156784057618,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9984051036682616,1.708759099142203e-05,0.9953632354736328,1.8705741581436848,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9557251908396946,0.0004955401387512,0.991982877254486,54.24665058616687,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9542682926829268,0.0005126277297426,0.991897463798523,56.11722474431056,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6586134453781513,0.5548672566371682,0.0085950582686852,0.9811951518058776,940.8988015462736,0.0,1.0,0.0,0.0,0.0033444816053511,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,cross_domain,0,CIDv2_OpelAstra,FS-A,XGBoost,fleet,26.15,0.59,150000,75000,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59474,952,0.0160069946531257,0.8400052598189749,0.6780819703924448,58526,0.0328857999568248,False,0.657563025210084,0.9968152866242038,3.417518198284406e-05,0.9953019040110872,3.7411483162873695,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9952305246422892,5.126277297426609e-05,0.9945498313249808,5.611722474431056,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9484848484848484,0.0005809780937083,0.9924046043956192,63.5995213768853,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.9427710843373494,0.000649328457674,0.9921271531176536,71.08181800946005,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6617647058823529,0.5827937095282146,0.0077065035371313,0.9823188785747728,843.628945322802,0.0,1.0,0.0,0.0,0.0133779264214046,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,cross_domain,0,CIDv2_OpelAstra,FS-A,LightGBM,fleet,61.09,2.16,150000,75000,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59474,952,0.0160069946531257,0.844976438509514,0.6793770306677294,58526,0.0328857999568248,False,0.657563025210084,1.0,0.0,0.9982158024268812,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,1.0,0.0,0.9982158024268812,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.93993993993994,0.0006835036396568,0.9950653670561486,74.8229663257474,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.657563025210084,0.93993993993994,0.0006835036396568,0.9950653670561486,74.8229663257474,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.6596638655462185,0.5714285714285714,0.0080482553569597,0.9891542222835435,881.0404284856759,0.0,1.0,0.0,0.0,0.0066889632107023,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,cross_domain,0,CIDv2_OpelAstra,FS-A,CatBoost,fleet,31.76,0.1,150000,75000,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59474,952,0.0160069946531257,0.8560377728378525,0.6875392698799482,58526,0.0328857999568248,False,0.6586134453781513,1.0,0.0,0.9998199343681335,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.6586134453781513,0.998407643312102,1.708759099142203e-05,0.999270498752594,1.8705741581436848,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.6586134453781513,0.9920886075949368,8.543795495711015e-05,0.9981762170791626,9.352870790718423,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.6586134453781513,0.990521327014218,0.0001025255459485,0.9980607628822328,11.223444948862111,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.6617647058823529,0.8525033829499323,0.001862547418065,0.9937968254089355,203.89258323766168,0.0,1.0,0.0,0.6666666666666666,0.0066889632107023,0.5,0.0,1.0,0.0,1.0,1.0,cross_domain,0,CIDv2_OpelAstra,FS-A,NN:MLP,fleet,107.16,0.26,150000,75000,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
