n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[dos]@fa1,recall[fuzzing]@fa1,recall[spoofing]@fa1,recall[timing]@fa1,event_recall@fa1,event_recall[dos]@fa1,event_recall[timing]@fa1,event_recall[spoofing]@fa1,event_recall[fuzzing]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[dos]@fa10,recall[fuzzing]@fa10,recall[spoofing]@fa10,recall[timing]@fa10,event_recall@fa10,event_recall[dos]@fa10,event_recall[timing]@fa10,event_recall[spoofing]@fa10,event_recall[fuzzing]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[dos]@fa100,recall[fuzzing]@fa100,recall[spoofing]@fa100,recall[timing]@fa100,event_recall@fa100,event_recall[dos]@fa100,event_recall[timing]@fa100,event_recall[spoofing]@fa100,event_recall[fuzzing]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[dos]@fpr0.001,recall[fuzzing]@fpr0.001,recall[spoofing]@fpr0.001,recall[timing]@fpr0.001,event_recall@fpr0.001,event_recall[dos]@fpr0.001,event_recall[timing]@fpr0.001,event_recall[spoofing]@fpr0.001,event_recall[fuzzing]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[dos]@fpr0.01,recall[fuzzing]@fpr0.01,recall[spoofing]@fpr0.01,recall[timing]@fpr0.01,event_recall@fpr0.01,event_recall[dos]@fpr0.01,event_recall[timing]@fpr0.01,event_recall[spoofing]@fpr0.01,event_recall[fuzzing]@fpr0.01,protocol,fold,test_domain,feature_set,model,scope,fit_s,score_s,n_train,n_train_pos,dim
118722,21816,0.18375701217971396,0.852323564348262,0.6930864062755052,96923,0.024890421752929687,False,0.005088008800880088,0.9327731092436975,8.255422780839164e-05,0.5562904551039843,11.940144006407968,0.00953739192441394,0.0,0.0013144922773578706,0.0,0.14705882352941177,1.0,0.0,0.07142857142857142,0.0,True,0.017372570590392374,0.959493670886076,0.00016510845561678328,0.550771635377648,23.880288012815935,0.03280149745966664,0.0010610079575596816,0.0023003614853762734,0.0,0.17647058823529413,1.0,0.0,0.07142857142857142,0.25,True,0.06774844151081774,0.9560155239327296,0.0007017109363713289,0.5420638429105912,101.49122405446772,0.12282734646581692,0.014323607427055704,0.01248767663489977,0.0021141649048625794,0.35294117647058826,1.0,0.25,0.21428571428571427,0.5,True,0.08901723505683902,0.9491691104594331,0.0010732049615090912,0.5401483537462141,155.22187208330357,0.1601747036277743,0.023076923076923078,0.013802168912257641,0.004228329809725159,0.38235294117647056,1.0,0.3333333333333333,0.21428571428571427,0.5,True,0.2974880821415475,0.8745452095404932,0.009607248261201577,0.5285025454502748,1389.5342587457271,0.4831981460023175,0.1883289124668435,0.05652316792638843,0.04941860465116279,0.7647058823529411,1.0,0.8333333333333334,0.6428571428571429,0.75,cross_domain,0,CTT_Silverado,FS-A,IForest,fleet,1.54,4.61,150000,75000,76
118722,21816,0.18375701217971396,0.8888234511540642,0.8198675851296544,96923,0.024890421752929687,False,0.05440960762742941,0.9974789915966387,3.095783542814686e-05,0.647787633819971,4.477554002402988,0.08057759158570282,0.07294429708222812,0.0006572461386789353,0.0015856236786469344,0.29411764705882354,1.0,0.25,0.07142857142857142,0.5,True,0.08952145214521452,0.9974463738508682,5.159639238024477e-05,0.637326414838755,7.46259000400498,0.137534539620287,0.10477453580901856,0.001643115346697338,0.002642706131078224,0.35294117647058826,1.0,0.3333333333333333,0.14285714285714285,0.5,True,0.33525852585258525,0.9881113212645231,0.000908096505892308,0.5913017783575854,131.34158407048764,0.5250022283625991,0.35915119363395226,0.008872822872165627,0.011363636363636364,0.5294117647058824,1.0,0.6666666666666666,0.2857142857142857,0.5,True,0.3734873487348735,0.9863212686115482,0.0011660784677935319,0.5857066955373142,168.65453409051253,0.583920135484446,0.40106100795755967,0.01248767663489977,0.012420718816067653,0.5588235294117647,1.0,0.6666666666666666,0.35714285714285715,0.5,True,0.6585991932526586,0.9308110909562063,0.011020989412420284,0.5225311455504301,1594.0092248554636,0.9754880114092165,0.7763925729442971,0.06013802168912258,0.08298097251585623,0.8235294117647058,1.0,0.8333333333333334,0.7857142857142857,0.75,cross_domain,0,CTT_Silverado,FS-A,IForest@target,target,1.89,5.65,150000,75000,76
118722,21816,0.18375701217971396,0.8550506361356491,0.7450252125552891,96923,0.024890421752929687,False,0.12898789878987899,0.9996447602131439,1.0319278476048955e-05,0.9991984963417054,1.492518000800996,0.1027720830733577,0.33156498673740054,0.13309234308248438,0.0015856236786469344,0.2647058823529412,0.75,0.08333333333333333,0.21428571428571427,0.5,True,0.1904107077374404,0.9975984630163305,0.00010319278476048954,0.9986108541488647,14.92518000800996,0.18718245832961938,0.4196286472148541,0.14985211961879724,0.004228329809725159,0.3235294117647059,0.75,0.16666666666666666,0.2857142857142857,0.5,True,0.28002383571690503,0.989151554404145,0.00069139165789528,0.9973090887069702,99.99870605366672,0.3174079686246546,0.5228116710875331,0.17844232665133092,0.008985200845665961,0.47058823529411764,1.0,0.25,0.42857142857142855,0.75,True,0.2971672167216722,0.9869082052062719,0.0008874579489402101,0.997041642665863,128.35654806888564,0.3428113022551029,0.5392572944297083,0.18435754189944134,0.011363636363636364,0.5588235294117647,1.0,0.4166666666666667,0.42857142857142855,1.0,True,0.4821232123212321,0.9206126914660832,0.009359585577776402,0.991260826587677,1353.7138267265034,0.6080755860593636,0.7111405835543767,0.2632270785409136,0.056553911205074,0.8235294117647058,1.0,0.75,0.7857142857142857,1.0,cross_domain,0,CTT_Silverado,FS-A,LogReg,fleet,6.54,0.17,150000,75000,76
118722,21816,0.18375701217971396,0.8770492849648204,0.8300648650780272,96923,0.024890421752929687,False,0.4417858452511918,0.9998962547982155,1.0319278476048955e-05,0.9164909718059571,1.492518000800996,0.7561279971476959,0.3047745358090186,0.000985869208018403,0.0007928118393234672,0.3235294117647059,1.0,0.25,0.14285714285714285,0.5,True,0.5321782178217822,0.9993114133241522,8.255422780839164e-05,0.9000051707262594,11.940144006407968,0.8763704429984848,0.46551724137931033,0.003943476832073612,0.0029069767441860465,0.4411764705882353,1.0,0.5,0.21428571428571427,0.5,True,0.6491565823248991,0.9969027171617626,0.000454048252946154,0.8470046992175134,65.67079203524382,0.9898386665478207,0.7673740053050397,0.039763391390075585,0.011363636363636364,0.5588235294117647,1.0,0.5833333333333334,0.35714285714285715,0.75,True,0.6646039603960396,0.9943762430560318,0.0008461808350360143,0.8302172354623101,122.38647606568166,0.9967911578572065,0.8124668435013263,0.059809398619783107,0.018763213530655392,0.5882352941176471,1.0,0.5833333333333334,0.42857142857142855,0.75,True,0.7041162449578291,0.9397406093233819,0.01016448929890822,0.7598924257064248,1470.130230788981,0.9998217309920671,0.8503978779840848,0.15872494249096286,0.1202431289640592,0.8235294117647058,1.0,0.9166666666666666,0.7142857142857143,0.75,cross_domain,0,CTT_Silverado,FS-A,RandomForest,fleet,76.57,2.22,150000,75000,76
118722,21816,0.18375701217971396,0.9024465694287147,0.8104313667171612,96923,0.024890421752929687,False,0.14063072973964064,0.9996741609644836,1.0319278476048955e-05,0.8243039595683236,1.492518000800996,0.18611284428202157,0.25755968169761273,0.0023003614853762734,0.0005285412262156448,0.29411764705882354,1.0,0.16666666666666666,0.14285714285714285,0.5,True,0.21085441877521086,0.9982638888888888,8.255422780839164e-05,0.8076524276377218,11.940144006407968,0.28861752384347983,0.35437665782493366,0.005915215248110417,0.0021141649048625794,0.4411764705882353,1.0,0.4166666666666667,0.2857142857142857,0.5,True,0.2983131646497983,0.9902617163724894,0.0006604338224671331,0.7899385498747785,95.52115205126374,0.4269542739994652,0.4397877984084881,0.010844561288202431,0.007135306553911205,0.6470588235294118,1.0,0.75,0.42857142857142855,0.75,True,0.3221947194719472,0.9865263157894737,0.0009906507337006996,0.7853786181139122,143.2817280768956,0.464747303681255,0.46153846153846156,0.012159053565560303,0.01004228329809725,0.6470588235294118,1.0,0.75,0.42857142857142855,0.75,True,0.51998533186652,0.9135126429376711,0.011082905083276577,0.7363627450980391,1602.9643328602697,0.7476602192708798,0.6660477453580902,0.05652316792638843,0.07214587737843552,0.8235294117647058,1.0,1.0,0.6428571428571429,0.75,cross_domain,0,CTT_Silverado,FS-A,ExtraTrees,fleet,53.74,2.64,150000,75000,76
118722,21816,0.18375701217971396,0.8513774129014109,0.8171538372870919,96923,0.024890421752929687,False,0.5457920792079208,1.0,0.0,0.9996483100346992,0.0,0.9279793207950797,0.25941644562334215,0.15379559645087085,0.013213530655391121,0.38235294117647056,1.0,0.16666666666666666,0.35714285714285715,0.5,True,0.6354968830216355,0.9993512578389678,9.287350628444059e-05,0.9989969951360735,13.432662007208963,0.9747749353774846,0.5551724137931034,0.24088070982582976,0.026955602536997886,0.47058823529411764,1.0,0.3333333333333333,0.42857142857142855,0.5,True,0.6718005133846718,0.9968711739899333,0.0004746868098982519,0.9981645951610734,68.6558280368458,0.9891255905160887,0.6912466843501326,0.26782780151166613,0.03646934460887949,0.6176470588235294,1.0,0.5833333333333334,0.5714285714285714,0.5,True,0.6808305830583058,0.994975884244373,0.0007739458857036716,0.9978483395872554,111.9388500600747,0.9924235671628487,0.7228116710875332,0.27670062438383175,0.040169133192389,0.6176470588235294,1.0,0.5833333333333334,0.5714285714285714,0.5,True,0.7164008067473414,0.9437232051204637,0.009617567539677626,0.9944827117193203,1391.0267767465284,0.9997325964881005,0.8249336870026526,0.3332237923102202,0.07637420718816068,0.9117647058823529,1.0,0.9166666666666666,0.8571428571428571,1.0,cross_domain,0,CTT_Silverado,FS-A,HistGB,fleet,54.47,7.73,150000,75000,76
118722,21816,0.18375701217971396,0.8567511504425094,0.828978697216502,96923,0.024890421752929687,False,0.6166116611661167,1.0,0.0,0.9997460246086122,0.0,0.9633657188697745,0.4519893899204244,0.24515280972724285,0.051268498942917545,0.47058823529411764,1.0,0.3333333333333333,0.42857142857142855,0.5,True,0.6787678767876788,0.999864956110736,2.063855695209791e-05,0.9993919134140015,2.985036001601992,0.9945627952580444,0.6408488063660478,0.3174498849819257,0.0708245243128964,0.5,1.0,0.3333333333333333,0.5,0.5,True,0.7120920425375871,0.9973037170186814,0.0004334096959940561,0.9987474679946899,62.68575603364183,0.9994651929762011,0.7596816976127321,0.35458429181728557,0.10015856236786469,0.6470588235294118,1.0,0.6666666666666666,0.5714285714285714,0.5,True,0.7182801613494683,0.9953630184844058,0.0007533073287515736,0.9985226988792419,108.95381405847269,0.9997325964881005,0.7838196286472149,0.3591850147880381,0.10729386892177589,0.6470588235294118,1.0,0.6666666666666666,0.5714285714285714,0.5,True,0.7425742574257426,0.9489777986058228,0.00898809155263864,0.9957050681114197,1299.9831786976674,0.9998217309920671,0.8427055702917772,0.390732829444627,0.16305496828752641,0.9411764705882353,1.0,0.9166666666666666,0.9285714285714286,1.0,cross_domain,0,CTT_Silverado,FS-A,XGBoost,fleet,14.19,0.92,150000,75000,76
118722,21816,0.18375701217971396,0.8499226174259911,0.816900750517362,96923,0.024890421752929687,False,0.5852585258525853,0.9998433829287392,2.063855695209791e-05,0.9997849114065943,2.985036001601992,0.9275336482752473,0.4397877984084881,0.20078869536641472,0.024577167019027485,0.4117647058823529,1.0,0.16666666666666666,0.42857142857142855,0.5,True,0.6045104510451045,0.9996210111422724,5.159639238024477e-05,0.9997296855668791,7.46259000400498,0.9410820928781531,0.49151193633952256,0.21919158724942492,0.029069767441860465,0.4117647058823529,1.0,0.16666666666666666,0.42857142857142855,0.5,True,0.6619453612027869,0.9962058498896247,0.0005675603161826925,0.9993591926739628,82.08849004405478,0.9794099295837418,0.6570291777188328,0.26552744002628986,0.04439746300211417,0.5882352941176471,1.0,0.5,0.5714285714285714,0.5,True,0.668041804180418,0.9952198852772467,0.0007223494933234269,0.9992609815347513,104.47626005606972,0.9822622337106695,0.6761273209549071,0.2720999014130792,0.04677589852008457,0.5882352941176471,1.0,0.5,0.5714285714285714,0.5,True,0.7137422075540888,0.9499725459093404,0.008461808350360143,0.99788294807511,1223.8647606568168,0.9977716374008379,0.7976127320954907,0.345054222806441,0.08456659619450317,0.8823529411764706,1.0,0.8333333333333334,0.8571428571428571,1.0,cross_domain,0,CTT_Silverado,FS-A,LightGBM,fleet,39.56,3.75,150000,75000,76
118722,21816,0.18375701217971396,0.882781183442404,0.8325607171128444,96923,0.024890421752929687,False,0.33342500916758344,1.0,0.0,0.9999031568212949,0.0,0.5303502986005882,0.24005305039787797,0.10088728228721656,0.02959830866807611,0.4117647058823529,1.0,0.25,0.35714285714285715,0.5,True,0.5121012101210121,0.9992844364937388,8.255422780839164e-05,0.9997735019453503,11.940144006407968,0.7923166057580889,0.4379310344827586,0.1432796582320079,0.05179704016913319,0.5588235294117647,1.0,0.5833333333333334,0.42857142857142855,0.5,True,0.6068023469013568,0.9945905334335087,0.0007429880502755247,0.9995227672575372,107.4612960576717,0.908547998930386,0.6010610079575597,0.16726914229378903,0.07135306553911205,0.7352941176470589,1.0,1.0,0.5,0.5,True,0.6208287495416208,0.9928890843779782,0.0010009700121767487,0.9994547846603679,144.7742460776966,0.9238791336126214,0.6273209549071618,0.17154124219520211,0.07716701902748414,0.7352941176470589,1.0,1.0,0.5,0.5,True,0.7029702970297029,0.9412631191309151,0.00987554950157885,0.9983395774999025,1428.3397267665532,0.9867189589089936,0.7944297082228117,0.23496549457771937,0.14693446088794926,0.8529411764705882,1.0,1.0,0.6428571428571429,1.0,cross_domain,0,CTT_Silverado,FS-A,CatBoost,fleet,35.03,0.18,150000,75000,76
118722,21816,0.18375701217971396,0.8479977796674129,0.7470288374251328,96923,0.024890421752929687,False,0.17267143381004768,0.9994693552666489,2.063855695209791e-05,0.9999992847442628,2.985036001601992,0.2116944469204029,0.2591511936339523,0.13440683535984227,0.0015856236786469344,0.3235294117647059,1.0,0.16666666666666666,0.21428571428571427,0.5,True,0.210991932526586,0.9976159514521022,0.0001135120632365385,0.9999979734420776,16.417698008810955,0.25652910241554505,0.3413793103448276,0.13703581991455802,0.005549682875264271,0.35294117647058826,1.0,0.16666666666666666,0.2857142857142857,0.5,True,0.3122478914558122,0.9882489482083273,0.0008358615565599653,0.9999817609786987,120.89395806488068,0.38434798110348517,0.5275862068965518,0.14755175813342097,0.01638477801268499,0.5588235294117647,1.0,0.3333333333333333,0.5,1.0,True,0.3275119178584525,0.9856531935439371,0.0010732049615090912,0.9999755620956421,155.22187208330357,0.40475978251181033,0.5501326259946949,0.1491948734801183,0.0200845665961945,0.5882352941176471,1.0,0.4166666666666667,0.5,1.0,True,0.4790979097909791,0.9178888205848775,0.009648525375105773,0.9997385144233704,1395.5043307489311,0.6079864515553971,0.7305039787798409,0.2214919487348012,0.053646934460887946,0.7647058823529411,1.0,0.6666666666666666,0.7142857142857143,1.0,cross_domain,0,CTT_Silverado,FS-A,NN:MLP,fleet,114.84,0.4,150000,75000,76
