n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[dos]@fa1,recall[fuzzing]@fa1,recall[spoofing]@fa1,recall[timing]@fa1,event_recall@fa1,event_recall[dos]@fa1,event_recall[spoofing]@fa1,event_recall[timing]@fa1,event_recall[fuzzing]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[dos]@fa10,recall[fuzzing]@fa10,recall[spoofing]@fa10,recall[timing]@fa10,event_recall@fa10,event_recall[dos]@fa10,event_recall[spoofing]@fa10,event_recall[timing]@fa10,event_recall[fuzzing]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[dos]@fa100,recall[fuzzing]@fa100,recall[spoofing]@fa100,recall[timing]@fa100,event_recall@fa100,event_recall[dos]@fa100,event_recall[spoofing]@fa100,event_recall[timing]@fa100,event_recall[fuzzing]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[dos]@fpr0.001,recall[fuzzing]@fpr0.001,recall[spoofing]@fpr0.001,recall[timing]@fpr0.001,event_recall@fpr0.001,event_recall[dos]@fpr0.001,event_recall[spoofing]@fpr0.001,event_recall[timing]@fpr0.001,event_recall[fuzzing]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[dos]@fpr0.01,recall[fuzzing]@fpr0.01,recall[spoofing]@fpr0.01,recall[timing]@fpr0.01,event_recall@fpr0.01,event_recall[dos]@fpr0.01,event_recall[spoofing]@fpr0.01,event_recall[timing]@fpr0.01,event_recall[fuzzing]@fpr0.01,protocol,fold,test_domain,feature_set,model,scope,fit_s,score_s,n_train,n_train_pos,dim
49186,6299,0.12806489651526856,0.8547062353460989,0.7975014342574754,42904,0.04424300176620483,False,0.7194792824257819,0.9953876564902262,0.000489658870986546,5.311688498214317,39.842955160833256,0.898,0.03885291396854764,0.9600811907983762,0.7696428571428572,0.8928571428571429,0.75,1.0,0.875,0.5,True,0.7218606127956818,0.993879781420765,0.0006528784946487281,5.049696869594681,53.123940214444346,0.898,0.04070305272895467,0.9682002706359946,0.7700892857142857,0.8928571428571429,0.75,1.0,0.875,0.5,True,0.7283695824734084,0.9866666666666667,0.0014456595238650407,4.157645763894171,117.63158190341247,0.898,0.04810360777058279,0.9884979702300406,0.7714285714285715,0.8928571428571429,0.75,1.0,0.875,0.5,True,0.7280520717574218,0.9879362343817321,0.0013057569892974562,4.177545663781,106.24788042888869,0.898,0.04810360777058279,0.9871447902571042,0.7714285714285715,0.8928571428571429,0.75,1.0,0.875,0.5,True,0.7342435307191618,0.930022119445003,0.008114347004919906,3.3302265717392303,660.2546855223796,0.898,0.06290471785383904,0.9993234100135318,0.7736607142857143,0.9285714285714286,0.75,1.0,1.0,0.5,in_domain,0,CTT_Impala,FS-B,Rule:Periodicity,fleet,0.0,0.0,92116,6311,40
49186,6299,0.12806489651526856,0.6383552944911891,0.3693385725549394,42904,0.04424300176620483,False,0.27671058898237816,1.0,0.0,5e-324,0.0,0.102,1.0,0.0,0.22723214285714285,0.17857142857142858,0.25,0.0,0.25,1.0,True,0.27671058898237816,1.0,0.0,5e-324,0.0,0.102,1.0,0.0,0.22723214285714285,0.17857142857142858,0.25,0.0,0.25,1.0,True,0.27671058898237816,1.0,0.0,5e-324,0.0,0.102,1.0,0.0,0.22723214285714285,0.17857142857142858,0.25,0.0,0.25,1.0,True,0.27671058898237816,1.0,0.0,5e-324,0.0,0.102,1.0,0.0,0.22723214285714285,0.17857142857142858,0.25,0.0,0.25,1.0,True,0.27671058898237816,1.0,0.0,5e-324,0.0,0.102,1.0,0.0,0.22723214285714285,0.17857142857142858,0.25,0.0,0.25,1.0,in_domain,0,CTT_Impala,FS-B,Rule:UnseenID,fleet,0.0,0.0,92116,6311,40
49186,6299,0.12806489651526856,0.7663192092173033,0.5492833563463004,42904,0.04424300176620483,False,0.2405143673598984,0.9993403693931399,2.331708909459743e-05,5.000474329908512,1.897283579087298,0.9973333333333333,0.0,0.012178619756427604,0.0004464285714285714,0.39285714285714285,1.0,0.42857142857142855,0.125,0.0,True,0.24464200666772504,0.997411003236246,9.326835637838972e-05,4.5015497662982105,7.589134316349192,0.998,0.0,0.02774018944519621,0.0013392857142857143,0.5,1.0,0.5,0.375,0.0,True,0.27750436577234483,0.9673491975650249,0.0013757082565812484,3.1419285375920367,111.9397311661506,0.998,0.013876040703052728,0.14682002706359945,0.008482142857142856,0.7142857142857143,1.0,0.7142857142857143,0.625,0.5,True,0.26782028893475157,0.9751445086705203,0.0010026348310676896,3.459289259612447,81.58319390075383,0.998,0.008325624421831638,0.11299052774018944,0.00625,0.6785714285714286,1.0,0.6428571428571429,0.625,0.5,True,0.356882044769011,0.8198395331874544,0.011518642012731131,2.310521589741116,937.2580880691253,0.998,0.06475485661424607,0.40527740189445194,0.03660714285714286,0.9285714285714286,1.0,0.9285714285714286,1.0,0.5,in_domain,0,CTT_Impala,FS-B,Rule:BusLoad,fleet,0.0,0.0,92116,6311,40
49186,6299,0.12806489651526856,0.6489764599308299,0.4639334679529675,42904,0.04424300176620483,False,0.27813938720431813,1.0,0.0,2.246839888550509,0.0,0.9973333333333333,0.0,0.17320703653585928,0.0,0.4642857142857143,1.0,0.6428571428571429,0.0,0.0,True,0.2873471979679314,0.9955995599559956,0.00018653671275677944,2.110135424091233,15.178268632698384,0.998,0.0,0.21177266576454667,0.0,0.4642857142857143,1.0,0.6428571428571429,0.0,0.0,True,0.31306556596285123,0.9638318670576735,0.0017254645930002098,1.7704166396682435,140.39898485246005,0.998,0.0,0.32138024357239514,0.0,0.5,1.0,0.7142857142857143,0.0,0.0,True,0.3092554373710113,0.9696366351418616,0.0014223424347704432,1.8345286075293203,115.73429832432518,0.998,0.0,0.3051420838971583,0.0,0.5,1.0,0.7142857142857143,0.0,0.0,True,0.3378314018098111,0.8009032743695897,0.01233474013104204,1.4306978552452536,1003.6630133371806,0.998,0.0,0.4242219215155616,0.0017857142857142857,0.7142857142857143,1.0,0.8571428571428571,0.5,0.0,in_domain,0,CTT_Impala,FS-B,Rule:IDEntropy,fleet,0.0,0.0,92116,6311,40
49186,6299,0.12806489651526856,0.4749898585099119,0.17411505070851802,42904,0.04424300176620483,False,0.0012700428639466582,0.8888888888888888,2.331708909459743e-05,2.285714285714286,1.897283579087298,0.0,0.0074005550416281225,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.5,True,0.007461501825686617,0.8103448275862069,0.0002564879800405717,1.9523809523809523,20.870119369960275,0.0,0.027752081406105456,0.008795669824086604,0.0017857142857142857,0.14285714285714285,0.0,0.07142857142857142,0.25,0.5,True,0.01952690903317987,0.7068965517241379,0.001189171543824469,1.6666666666666667,96.76146253345219,0.0,0.06845513413506013,0.02503382949932341,0.005357142857142857,0.14285714285714285,0.0,0.07142857142857142,0.25,0.5,True,0.017145578663279884,0.7397260273972602,0.0008860493855947024,1.7142857142857142,72.09677600531732,0.0,0.05920444033302498,0.023004059539918808,0.004464285714285714,0.14285714285714285,0.0,0.07142857142857142,0.25,0.5,True,0.06556596285124623,0.44029850746268656,0.012241471774663651,1.2380952380952381,996.0738790208314,0.0,0.2127659574468085,0.08525033829499323,0.02544642857142857,0.42857142857142855,0.0,0.42857142857142855,0.5,1.0,in_domain,0,CTT_Impala,FS-B,Rule:Hamming,fleet,0.0,0.0,92116,6311,40
49186,6299,0.12806489651526856,0.4659315488222255,0.11628430542981225,42904,0.04424300176620483,False,0.0,0.0,0.007927810292163126,8.65779838906517,645.0764168896812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.008067712826730711,6.8961815057698495,656.4601183642051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.00031751071598666456,0.005194805194805195,0.008930445123230817,5.735374130966448,726.6596107904352,0.0006666666666666666,0.0,0.0006765899864682003,0.0,0.07142857142857142,0.25,0.07142857142857142,0.0,0.0,True,0.00031751071598666456,0.005277044854881266,0.008790542588663231,5.789254615313741,715.2759093159113,0.0006666666666666666,0.0,0.0006765899864682003,0.0,0.07142857142857142,0.25,0.07142857142857142,0.0,0.0,True,0.003968883949833307,0.03415300546448088,0.016485181989880384,3.6947241318554847,1341.3794904147196,0.004,0.008325624421831638,0.0033829499323410014,0.002232142857142857,0.42857142857142855,0.75,0.35714285714285715,0.375,0.5,in_domain,0,CTT_Impala,FS-B,Rule:Staleness,fleet,0.0,0.0,92116,6311,40
49186,6299,0.12806489651526856,0.9623525921964052,0.8026861860853725,42904,0.04424300176620483,False,0.6801079536434355,0.9993002099370188,6.995126728379229e-05,15625.000000000002,5.691850737261893,1.0,0.9703977798334875,0.983085250338295,0.12589285714285714,0.8214285714285714,1.0,1.0,0.5,0.5,True,0.6801079536434355,0.9993002099370188,6.995126728379229e-05,15625.000000000002,5.691850737261893,1.0,0.9703977798334875,0.983085250338295,0.12589285714285714,0.8214285714285714,1.0,1.0,0.5,0.5,True,0.6801079536434355,0.9993002099370188,6.995126728379229e-05,15625.000000000002,5.691850737261893,1.0,0.9703977798334875,0.983085250338295,0.12589285714285714,0.8214285714285714,1.0,1.0,0.5,0.5,True,0.6801079536434355,0.9993002099370188,6.995126728379229e-05,15625.000000000002,5.691850737261893,1.0,0.9703977798334875,0.983085250338295,0.12589285714285714,0.8214285714285714,1.0,1.0,0.5,0.5,True,0.6801079536434355,0.9993002099370188,6.995126728379229e-05,15625.000000000002,5.691850737261893,1.0,0.9703977798334875,0.983085250338295,0.12589285714285714,0.8214285714285714,1.0,1.0,0.5,0.5,in_domain,0,CTT_Impala,FS-B,Rule:Combined,fleet,0.0,0.0,92116,6311,40
49186,6299,0.12806489651526856,0.8648969341537064,0.7648113515335626,42904,0.04424300176620483,False,0.7321797110652485,0.9347385488447507,0.007508102688460373,11.35984421309796,610.92531246611,1.0,1.0,0.8437077131258457,0.35,0.8928571428571429,1.0,0.9285714285714286,0.75,1.0,True,0.7321797110652485,0.9347385488447507,0.007508102688460373,11.35984421309796,610.92531246611,1.0,1.0,0.8437077131258457,0.35,0.8928571428571429,1.0,0.9285714285714286,0.75,1.0,True,0.7321797110652485,0.9347385488447507,0.007508102688460373,11.35984421309796,610.92531246611,1.0,1.0,0.8437077131258457,0.35,0.8928571428571429,1.0,0.9285714285714286,0.75,1.0,True,0.7321797110652485,0.9347385488447507,0.007508102688460373,11.35984421309796,610.92531246611,1.0,1.0,0.8437077131258457,0.35,0.8928571428571429,1.0,0.9285714285714286,0.75,1.0,True,0.7321797110652485,0.9347385488447507,0.007508102688460373,11.35984421309796,610.92531246611,1.0,1.0,0.8437077131258457,0.35,0.8928571428571429,1.0,0.9285714285714286,0.75,1.0,in_domain,0,CTT_Impala,FS-B,Rule:CombinedQ,fleet,0.0,0.0,92116,6311,40
49186,6299,0.1280648965152685,0.8952130349242946,0.8067837405695455,42904,0.0442430017662048,False,0.3629147483727575,0.9991258741258742,4.663417818919486e-05,0.6562840290213542,3.794567158174596,0.998,0.0,0.5297699594046008,0.0026785714285714,0.6428571428571429,1.0,0.7142857142857143,0.5,0.0,True,0.4276869344340371,0.9948301329394388,0.0003264392473243,0.6049954809949174,26.561970107222173,0.9993333333333332,0.001850138760407,0.7341001353179973,0.0482142857142857,0.8214285714285714,1.0,0.9285714285714286,0.625,0.5,True,0.5450071439911097,0.9700480361684092,0.0024716114440273,0.5606569275031686,201.1120593832536,1.0,0.0129509713228492,0.9066305818673884,0.2584821428571429,0.9285714285714286,1.0,0.9285714285714286,1.0,0.5,True,0.5310366724876965,0.974366443344014,0.0020519038403245,0.5643832615075238,166.9609549596822,1.0,0.0120259019426456,0.8903924221921515,0.2303571428571428,0.9285714285714286,1.0,0.9285714285714286,1.0,0.5,True,0.702809969836482,0.85994560994561,0.0168116212372047,0.5091716016984281,1367.9414605219415,1.0,0.0666049953746531,0.9878213802435724,0.6227678571428571,0.9642857142857144,1.0,1.0,1.0,0.5,in_domain,0,CTT_Impala,FS-B,IForest,fleet,1.87,2.17,92116,6311,40
49186,6299,0.1280648965152685,0.9828075483980536,0.9435627586829324,42904,0.0442430017662048,False,0.8631528814097476,0.997431663914878,0.0003264392473243,0.2072379738092422,26.561970107222173,1.0,1.0,0.9993234100135318,0.615625,1.0,1.0,1.0,1.0,1.0,True,0.8634703921257343,0.9959714338033328,0.0005129759600811,0.1598476767539978,41.74023873992055,1.0,1.0,0.9993234100135318,0.6165178571428571,1.0,1.0,1.0,1.0,1.0,True,0.8642641689157009,0.9864105816271064,0.0017487816820948,0.0661091655492782,142.29626843154736,1.0,1.0,0.9993234100135318,0.61875,1.0,1.0,1.0,1.0,1.0,True,0.8642641689157009,0.989458378771356,0.0013523911674866,0.0775652080774307,110.04244758706328,1.0,1.0,0.9993234100135318,0.61875,1.0,1.0,1.0,1.0,1.0,True,0.8669630100015876,0.9248094834885692,0.0103527875580012,0.0191436000168323,842.3939091147602,1.0,1.0,0.9993234100135318,0.6263392857142858,1.0,1.0,1.0,1.0,1.0,in_domain,0,CTT_Impala,FS-B,LogReg,fleet,0.37,0.04,92116,6311,40
