n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[dos]@fa1,recall[fuzzing]@fa1,recall[spoofing]@fa1,recall[timing]@fa1,event_recall@fa1,event_recall[dos]@fa1,event_recall[spoofing]@fa1,event_recall[timing]@fa1,event_recall[fuzzing]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[dos]@fa10,recall[fuzzing]@fa10,recall[spoofing]@fa10,recall[timing]@fa10,event_recall@fa10,event_recall[dos]@fa10,event_recall[spoofing]@fa10,event_recall[timing]@fa10,event_recall[fuzzing]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[dos]@fa100,recall[fuzzing]@fa100,recall[spoofing]@fa100,recall[timing]@fa100,event_recall@fa100,event_recall[dos]@fa100,event_recall[spoofing]@fa100,event_recall[timing]@fa100,event_recall[fuzzing]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[dos]@fpr0.001,recall[fuzzing]@fpr0.001,recall[spoofing]@fpr0.001,recall[timing]@fpr0.001,event_recall@fpr0.001,event_recall[dos]@fpr0.001,event_recall[spoofing]@fpr0.001,event_recall[timing]@fpr0.001,event_recall[fuzzing]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[dos]@fpr0.01,recall[fuzzing]@fpr0.01,recall[spoofing]@fpr0.01,recall[timing]@fpr0.01,event_recall@fpr0.01,event_recall[dos]@fpr0.01,event_recall[spoofing]@fpr0.01,event_recall[timing]@fpr0.01,event_recall[fuzzing]@fpr0.01,protocol,fold,test_domain,feature_set,model,scope,fit_s,score_s,n_train,n_train_pos,dim
49222,6311,0.1282150258014709,0.7683177395674681,0.4728870864454003,42894,0.04424300176620483,False,0.008873395658374267,0.9491525423728814,6.991214373936753e-05,0.6946044690488274,5.688667301366801,0.035286284953395475,0.0,0.0,0.0013363028953229399,0.17857142857142858,1.0,0.0,0.125,0.0,True,0.023926477578830613,0.9151515151515152,0.0003262566707837151,0.685879011378515,26.547114073045076,0.0952063914780293,0.0,0.0013486176668914363,0.0026726057906458797,0.21428571428571427,1.0,0.07142857142857142,0.125,0.0,True,0.13785453969260023,0.9043659043659044,0.002143972408007271,0.6598849323186364,174.45246390858193,0.5585885486018641,0.0,0.0026972353337828725,0.012026726057906459,0.21428571428571427,1.0,0.07142857142857142,0.125,0.0,True,0.11408651560766915,0.903387703889586,0.0017944116893104333,0.6643769879154371,146.00912740174792,0.4613848202396804,0.0,0.0026972353337828725,0.010244988864142539,0.21428571428571427,1.0,0.07142857142857142,0.125,0.0,True,0.28173031215338296,0.7041584158415841,0.017408123791102514,0.5696376592586587,1416.4781580403337,0.9973368841544608,0.01757631822386679,0.08766014834794336,0.058351893095768374,0.7142857142857143,1.0,0.7142857142857143,0.625,0.5,in_domain,1,CTT_Impala,FS-A,IForest,fleet,1.82,2.88,92090,6299,76
49222,6311,0.1282150258014709,0.995179466666388,0.9856560586775476,42894,0.04424300176620483,False,0.6300110917445729,1.0,0.0,0.9999226331710817,0.0,0.9833555259653795,0.9010175763182239,0.7430883344571814,0.18841870824053453,0.9285714285714286,1.0,0.9285714285714286,0.875,1.0,True,0.6680399302804627,0.9983424106085721,0.00016312833539185756,0.9996215105056763,13.273557036522538,0.9900133155792277,0.9315448658649399,0.777478084962913,0.2534521158129176,0.9642857142857143,1.0,0.9285714285714286,1.0,1.0,True,0.7852955157661227,0.991001799640072,0.001048682156090513,0.9952346682548523,85.33000952050203,0.9966711051930759,0.9611470860314524,0.8415374241402562,0.5220489977728285,0.9642857142857143,1.0,0.9285714285714286,1.0,1.0,True,0.7776897480589448,0.9915151515151515,0.0009787700123511454,0.9957881569862366,79.64134221913524,0.9966711051930759,0.9602220166512488,0.8381658799730276,0.5033407572383074,0.9642857142857143,1.0,0.9285714285714286,1.0,1.0,True,0.9657740453176993,0.9346725962275725,0.009927524410990188,0.7822628617286682,807.7907567940858,0.9980026631158455,0.9851988899167438,0.9581928523263655,0.9398663697104677,0.9642857142857143,1.0,0.9285714285714286,1.0,1.0,in_domain,1,CTT_Impala,FS-A,LogReg,fleet,1.16,0.07,92090,6299,76
49222,6311,0.1282150258014709,0.9963985091302738,0.9922625886711799,42894,0.04424300176620483,False,0.8127079702107431,1.0,0.0,0.7095406123959958,0.0,0.9973368841544608,0.8427382053654024,0.8583951449763992,0.644543429844098,0.9285714285714286,1.0,0.9285714285714286,1.0,0.5,True,0.8439233085089526,0.9996246246246246,4.6608095826245015e-05,0.6869739368687915,3.7924448675778675,0.9973368841544608,0.8667900092506938,0.8786244099797708,0.7073496659242762,0.9285714285714286,1.0,0.9285714285714286,1.0,0.5,True,0.9717952780858818,0.9887151378365308,0.0016312833539185757,0.41760093371359325,132.73557036522539,0.9986684420772304,0.9703977798334875,0.9790964261631827,0.9496659242761692,1.0,1.0,1.0,1.0,1.0,True,0.968309301220092,0.9912408759124087,0.0012584185873086154,0.4464804197469258,102.39601142460243,0.9986684420772304,0.9685476410730804,0.9770734996628456,0.9420935412026726,1.0,1.0,1.0,1.0,1.0,True,0.9857391855490414,0.9227232275289232,0.012141408962736827,0.17089786444694313,987.9318880040346,0.9993342210386151,0.9944495837187789,0.987862440997977,0.9710467706013363,1.0,1.0,1.0,1.0,1.0,in_domain,1,CTT_Impala,FS-A,RandomForest,fleet,47.26,1.27,92090,6299,76
49222,6311,0.1282150258014709,0.9971589943243178,0.9910353298683404,42894,0.04424300176620483,False,0.6339724290920615,1.0,0.0,0.6382446027101311,0.0,0.9980026631158455,0.7761332099907493,0.7761294672960216,0.22806236080178174,0.8571428571428571,1.0,0.7857142857142857,1.0,0.5,True,0.7238155601331009,0.9997811337272926,2.3304047913122508e-05,0.5541349881758706,1.8962224337889337,0.9980026631158455,0.8908418131359852,0.8064733648010789,0.4053452115812918,0.9285714285714286,1.0,0.8571428571428571,1.0,1.0,True,0.9176041831722389,0.9853666836821507,0.002004148120528536,0.37279608048815954,163.07512930584832,0.9993342210386151,0.96577243293247,0.9318948078219824,0.8302895322939866,0.9642857142857143,1.0,0.9285714285714286,1.0,1.0,True,0.911741403897956,0.9871332990221308,0.0017478035934841883,0.3839887091476933,142.21668253417005,0.9993342210386151,0.96577243293247,0.9238031018206339,0.8191536748329621,0.9642857142857143,1.0,0.9285714285714286,1.0,1.0,True,0.9855807320551419,0.9129605166593278,0.013819300412481647,0.2123065716803058,1124.4599032368378,0.9993342210386151,0.9972247918593895,0.9838165879973028,0.9719376391982183,1.0,1.0,1.0,1.0,1.0,in_domain,1,CTT_Impala,FS-A,ExtraTrees,fleet,36.15,1.74,92090,6299,76
49222,6311,0.1282150258014709,0.9980683673117196,0.9951355651463653,42894,0.04424300176620483,False,0.9480272540009507,0.9998328877005348,2.3304047913122508e-05,0.9910009817503376,1.8962224337889337,0.9973368841544608,0.9528214616096207,0.9716790289952798,0.8971046770601336,1.0,1.0,1.0,1.0,1.0,True,0.9632387894153066,0.9993424297221766,9.321619165249003e-05,0.9804453965897497,7.584889735155735,0.9973368841544608,0.969472710453284,0.9804450438300741,0.9260579064587974,1.0,1.0,1.0,1.0,1.0,True,0.984471557597845,0.9880725190839694,0.0017478035934841883,0.6384818475420032,142.21668253417005,0.9986684420772304,0.9935245143385754,0.9871881321645314,0.9688195991091314,1.0,1.0,1.0,1.0,1.0,True,0.9841546506100459,0.9896430847673677,0.0015147631143529632,0.6883520492260736,123.25445819628071,0.9986684420772304,0.9935245143385754,0.9871881321645314,0.9679287305122495,1.0,1.0,1.0,1.0,1.0,True,0.9879575344636349,0.9274133571322326,0.011372375381603784,0.07478321567040944,925.3565476889997,0.9986684420772304,0.996299722479186,0.9871881321645314,0.97728285077951,1.0,1.0,1.0,1.0,1.0,in_domain,1,CTT_Impala,FS-A,HistGB,fleet,17.69,1.26,92090,6299,76
49222,6311,0.1282150258014709,0.9985902546518727,0.9956831329718937,42894,0.04424300176620483,False,0.937569323403581,0.9998310239945928,2.3304047913122508e-05,0.9778420925140382,1.8962224337889337,0.9966711051930759,0.9481961147086031,0.9710047201618341,0.8708240534521158,1.0,1.0,1.0,1.0,1.0,True,0.966883219774996,0.9993449066491975,9.321619165249003e-05,0.8725124001502991,7.584889735155735,0.9973368841544608,0.9740980573543015,0.9817936614969656,0.933184855233853,1.0,1.0,1.0,1.0,1.0,True,0.9830454761527492,0.988527724665392,0.0016778914497448207,0.2590913474559784,136.52801523280326,0.9980026631158455,0.9907493061979649,0.9865138233310856,0.9670378619153674,1.0,1.0,1.0,1.0,1.0,True,0.9827285691649501,0.9899441340782122,0.001468155018526718,0.298784464597702,119.46201332870284,0.9980026631158455,0.9898242368177613,0.9865138233310856,0.9665924276169265,1.0,1.0,1.0,1.0,1.0,True,0.9877990809697353,0.9314208874943971,0.010696557992123231,0.01163719967007637,870.3660971091207,0.9986684420772304,0.9972247918593895,0.9871881321645314,0.976391982182628,1.0,1.0,1.0,1.0,1.0,in_domain,1,CTT_Impala,FS-A,XGBoost,fleet,7.86,0.34,92090,6299,76
49222,6311,0.1282150258014709,0.9980501036734724,0.9949816527633365,42894,0.04424300176620483,False,0.9372524164157819,0.9998309668695065,2.3304047913122508e-05,0.9889656908999658,1.8962224337889337,0.9973368841544608,0.9500462534690102,0.9723533378287256,0.867706013363029,1.0,1.0,1.0,1.0,1.0,True,0.9603866265251149,0.9995052770448549,6.991214373936753e-05,0.9505091445358301,5.688667301366801,0.9973368841544608,0.9685476410730804,0.9817936614969656,0.9175946547884187,1.0,1.0,1.0,1.0,1.0,True,0.9843131041039455,0.9861882838545801,0.0020274521684416585,0.15911907580206042,164.97135173963727,0.9986684420772304,0.9944495837187789,0.9871881321645314,0.9679287305122495,1.0,1.0,1.0,1.0,1.0,True,0.9828870226588496,0.9907363041047756,0.0013516347789611055,0.2750488407009219,109.98090115975818,0.9980026631158455,0.9925994449583718,0.9865138233310856,0.9657015590200445,1.0,1.0,1.0,1.0,1.0,True,0.9871652669941372,0.9297119832860767,0.010976206567080702,0.004218049332286025,893.120766314588,0.9993342210386151,0.9981498612395929,0.9885367498314228,0.9728285077951002,1.0,1.0,1.0,1.0,1.0,in_domain,1,CTT_Impala,FS-A,LightGBM,fleet,26.34,1.83,92090,6299,76
49222,6311,0.1282150258014709,0.998231167005016,0.9959316615022821,42894,0.04424300176620483,False,0.9664078592932974,0.999017199017199,0.00013982428747873505,0.9006962298484745,11.377334602733603,0.9973368841544608,0.969472710453284,0.9844908968307485,0.932293986636971,1.0,1.0,1.0,1.0,1.0,True,0.9713199176041831,0.9990221642764016,0.00013982428747873505,0.8630824414368122,11.377334602733603,0.9973368841544608,0.9722479185938946,0.9865138233310856,0.9434298440979956,1.0,1.0,1.0,1.0,1.0,True,0.9847884645856441,0.9882334234377484,0.0017244995455710658,0.1582168263498166,140.32046010038113,0.9986684420772304,0.9944495837187789,0.9871881321645314,0.9692650334075724,1.0,1.0,1.0,1.0,1.0,True,0.9839961971161464,0.991062879029684,0.0013050266831348605,0.22693207369354496,106.1884562921803,0.9986684420772304,0.9944495837187789,0.9871881321645314,0.9670378619153674,1.0,1.0,1.0,1.0,1.0,True,0.9889082554270322,0.9359628074385123,0.009950828458903311,0.018795696296903953,809.6869792278748,0.9986684420772304,0.9972247918593895,0.9871881321645314,0.9795100222717149,1.0,1.0,1.0,1.0,1.0,in_domain,1,CTT_Impala,FS-A,CatBoost,fleet,20.94,0.07,92090,6299,76
49222,6311,0.1282150258014709,0.9981057623510503,0.9949033840302659,42894,0.04424300176620483,False,0.8095389003327523,0.9996086871453728,4.6608095826245015e-05,0.9997941851615907,3.7924448675778675,0.9980026631158455,0.9500462534690102,0.9487525286581254,0.5238307349665924,0.9642857142857143,1.0,0.9285714285714286,1.0,1.0,True,0.9039771826968784,0.9987745098039216,0.00016312833539185756,0.996604323387146,13.273557036522538,0.9980026631158455,0.969472710453284,0.9716790289952798,0.7648106904231626,1.0,1.0,1.0,1.0,1.0,True,0.9672001267627951,0.990426740223917,0.001374938826874228,0.8730385899543762,111.8771235935471,0.9986684420772304,0.9814986123959297,0.9811193526635199,0.9300668151447662,1.0,1.0,1.0,1.0,1.0,True,0.9641895103787038,0.991365265558814,0.001235114539395493,0.9049529433250427,100.49978899081349,0.9986684420772304,0.9814986123959297,0.9804450438300741,0.9220489977728286,1.0,1.0,1.0,1.0,1.0,True,0.988274441451434,0.9257829894611845,0.011652023956561255,0.0955074205994606,948.111216894467,0.9993342210386151,0.9972247918593895,0.9865138233310856,0.977728285077951,1.0,1.0,1.0,1.0,1.0,in_domain,1,CTT_Impala,FS-A,NN:MLP,fleet,42.5,0.21,92090,6299,76
49222,6311,0.1282150258014709,0.9945778134585446,0.9573172164843103,42894,0.04424300176620483,False,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.7257170020598954,0.9585600669736292,0.004614201486798257,0.9999990463256836,375.45204189020893,0.9880159786950732,0.9805735430157262,0.9339177343223196,0.28997772828507795,0.9642857142857143,1.0,0.9285714285714286,1.0,1.0,in_domain,1,CTT_Impala,FS-A,NN:CNN1D,fleet,77.43,2.15,92090,6299,76
