n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[dos]@fa1,recall[fuzzing]@fa1,recall[spoofing]@fa1,recall[timing]@fa1,event_recall@fa1,event_recall[dos]@fa1,event_recall[timing]@fa1,event_recall[spoofing]@fa1,event_recall[fuzzing]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[dos]@fa10,recall[fuzzing]@fa10,recall[spoofing]@fa10,recall[timing]@fa10,event_recall@fa10,event_recall[dos]@fa10,event_recall[timing]@fa10,event_recall[spoofing]@fa10,event_recall[fuzzing]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[dos]@fa100,recall[fuzzing]@fa100,recall[spoofing]@fa100,recall[timing]@fa100,event_recall@fa100,event_recall[dos]@fa100,event_recall[timing]@fa100,event_recall[spoofing]@fa100,event_recall[fuzzing]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[dos]@fpr0.001,recall[fuzzing]@fpr0.001,recall[spoofing]@fpr0.001,recall[timing]@fpr0.001,event_recall@fpr0.001,event_recall[dos]@fpr0.001,event_recall[timing]@fpr0.001,event_recall[spoofing]@fpr0.001,event_recall[fuzzing]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[dos]@fpr0.01,recall[fuzzing]@fpr0.01,recall[spoofing]@fpr0.01,recall[timing]@fpr0.01,event_recall@fpr0.01,event_recall[dos]@fpr0.01,event_recall[timing]@fpr0.01,event_recall[spoofing]@fpr0.01,event_recall[fuzzing]@fpr0.01,protocol,fold,test_domain,feature_set,model,scope,fit_s,score_s,n_train,n_train_pos,dim
59344,10900,0.18367484497169048,0.887095151575753,0.8280255309799072,48462,0.024890421752929687,False,0.28458715596330275,0.9980694980694981,0.00012385434728758978,0.5980917357921782,17.913543396782426,0.46568015689071135,0.2489384288747346,0.00461133069828722,0.007411328745367919,0.35294117647058826,1.0,0.3333333333333333,0.14285714285714285,0.5,True,0.29293577981651375,0.9981244138793373,0.00012385434728758978,0.5968896111375074,17.913543396782426,0.47958637903369583,0.25424628450106157,0.005270092226613966,0.008470089994706194,0.35294117647058826,1.0,0.3333333333333333,0.14285714285714285,0.5,True,0.48743119266055046,0.9947575360419397,0.0005779869540087524,0.5715951312076508,83.59653585165131,0.7807095738990908,0.4607218683651805,0.016469038208168644,0.02170460561143462,0.5,1.0,0.5833333333333334,0.21428571428571427,0.75,True,0.5371559633027523,0.9903585926928281,0.001176616299232103,0.5638111414476035,170.17866226943303,0.8518452487074345,0.528131634819533,0.021739130434782608,0.02593965060878772,0.5882352941176471,1.0,0.6666666666666666,0.35714285714285715,0.75,True,0.6859633027522936,0.932992263538807,0.011084964082239286,0.5149689292507699,1603.262134012027,0.9987520057051168,0.8221868365180467,0.07839262187088274,0.10958178930651138,0.7352941176470589,1.0,0.6666666666666666,0.7142857142857143,0.75,in_domain,0,CTT_Silverado,FS-A,IForest,fleet,2.09,2.95,107839,10916,76
59344,10900,0.18367484497169048,0.9517242845044198,0.9150211937112167,48462,0.024890421752929687,False,0.6633027522935779,1.0,0.0,0.9932886958122255,0.0,0.9746835443037974,0.685244161358811,0.27009222661396576,0.0328215987294865,0.5588235294117647,1.0,0.5,0.35714285714285715,1.0,True,0.6771559633027523,0.9998645353562721,2.06423912145983e-05,0.9882550239562988,2.9855905661304045,0.9909074701372794,0.6953290870488322,0.28063241106719367,0.04605611434621493,0.5588235294117647,1.0,0.5,0.35714285714285715,1.0,True,0.7121100917431192,0.9969175443103006,0.0004954173891503591,0.9559473395347595,71.6541735871297,0.9989302906043858,0.7436305732484076,0.3326745718050066,0.1339332980412917,0.7352941176470589,1.0,0.75,0.5714285714285714,1.0,True,0.7185321100917431,0.9945396825396825,0.0008876228222277269,0.9453171491622925,128.3803943436074,0.9992868604029239,0.7489384288747346,0.34980237154150196,0.15087347803070408,0.7941176470588235,1.0,0.75,0.7142857142857143,1.0,True,0.7787155963302752,0.9502910882221227,0.009165221699281644,0.7962275147438049,1325.6022113618997,0.9998217151007309,0.7924628450106157,0.5144927536231884,0.3208046585494971,0.9411764705882353,1.0,1.0,0.8571428571428571,1.0,in_domain,0,CTT_Silverado,FS-A,LogReg,fleet,1.85,0.09,107839,10916,76
59344,10900,0.18367484497169048,0.972417878318217,0.9528848405514239,48462,0.024890421752929687,False,0.7986238532110091,0.9997702997588147,4.12847824291966e-05,0.5923654592034392,5.971181132260809,0.999643430201462,0.8593418259023354,0.5849802371541502,0.31286394917946003,0.8529411764705882,1.0,0.9166666666666666,0.7142857142857143,1.0,True,0.8101834862385321,0.9997735763613721,4.12847824291966e-05,0.5514648945149537,5.971181132260809,0.999643430201462,0.8593418259023354,0.6159420289855072,0.35468501852832185,0.8529411764705882,1.0,0.9166666666666666,0.7142857142857143,1.0,True,0.8524770642201834,0.996461126005362,0.0006811989100817438,0.3656576659201551,98.52448868230334,0.9998217151007309,0.8609341825902336,0.6949934123847167,0.5330862890418211,0.8823529411764706,1.0,1.0,0.7142857142857143,1.0,True,0.8602752293577982,0.9937473505722764,0.0012179010816612997,0.3324287491564742,176.14984340169386,0.9998217151007309,0.8625265392781316,0.7015810276679841,0.5712016940179989,0.8823529411764706,1.0,1.0,0.7142857142857143,1.0,True,0.8914678899082569,0.9573399014778325,0.008938155395921063,0.18213417887225306,1292.760715134465,1.0,0.8726114649681529,0.7430830039525692,0.7072525145579672,0.9705882352941176,1.0,1.0,0.9285714285714286,1.0,in_domain,0,CTT_Silverado,FS-A,RandomForest,fleet,70.7,1.87,107839,10916,76
59344,10900,0.18367484497169048,0.9701941312734879,0.9452869957848675,48462,0.024890421752929687,False,0.758348623853211,0.9995163240628778,8.25695648583932e-05,0.581855326793041,11.942362264521618,0.999643430201462,0.8545647558386412,0.38998682476943347,0.24192694547379565,0.7647058823529411,1.0,0.75,0.6428571428571429,1.0,True,0.7759633027522935,0.9984653523787038,0.0002683510857897779,0.5019536806939432,38.81267735969526,0.999643430201462,0.85828025477707,0.466403162055336,0.27845420857596614,0.8529411764705882,1.0,0.9166666666666666,0.7142857142857143,1.0,True,0.8027522935779816,0.9948834565093804,0.0009289076046569235,0.4108209844106382,134.3515754758682,0.9998217151007309,0.8593418259023354,0.5830039525691699,0.33774483853890946,0.8823529411764706,1.0,1.0,0.7142857142857143,1.0,True,0.8081651376146789,0.9923397544215388,0.0014036826025926844,0.3908249298740644,203.0201584968675,0.9998217151007309,0.8593418259023354,0.6054018445322793,0.3509793541556379,0.8823529411764706,1.0,1.0,0.7142857142857143,1.0,True,0.858348623853211,0.9434304729252798,0.011580381471389645,0.2323951284094547,1674.9163075991569,0.9998217151007309,0.8715498938428875,0.7312252964426877,0.5272631021704606,0.9705882352941176,1.0,1.0,0.9285714285714286,1.0,in_domain,0,CTT_Silverado,FS-A,ExtraTrees,fleet,54.31,2.48,107839,10916,76
59344,10900,0.18367484497169048,0.9785890527907377,0.9610495695730267,48462,0.024890421752929687,False,0.8124770642201835,1.0,0.0,0.9729329282610972,0.0,0.999643430201462,0.85828025477707,0.6409749670619236,0.34886183165696133,0.8529411764705882,1.0,0.9166666666666666,0.7142857142857143,1.0,True,0.8186238532110092,1.0,0.0,0.9657521940700647,0.0,0.999643430201462,0.8593418259023354,0.6508563899868248,0.3753308628904182,0.8823529411764706,1.0,0.9166666666666666,0.7857142857142857,1.0,True,0.8661467889908256,0.9959911383057285,0.0007844108661547353,0.811300296202144,113.45244151295536,0.999643430201462,0.8667728237791932,0.7088274044795784,0.5955532027527792,1.0,1.0,1.0,1.0,1.0,True,0.8718348623853212,0.9949743482357868,0.0009908347783007183,0.7674491932679164,143.3083471742594,0.999643430201462,0.8683651804670913,0.7206851119894598,0.6172578083642138,1.0,1.0,1.0,1.0,1.0,True,0.9047706422018349,0.9588721438988819,0.00873173148377508,0.36467929908250274,1262.904809473161,0.999643430201462,0.8789808917197452,0.8003952569169961,0.7326627845420858,1.0,1.0,1.0,1.0,1.0,in_domain,0,CTT_Silverado,FS-A,HistGB,fleet,25.43,2.44,107839,10916,76
59344,10900,0.18367484497169048,0.9794392049384175,0.9633247954549533,48462,0.024890421752929687,False,0.8170642201834862,1.0,0.0,0.9132683277130128,0.0,0.999643430201462,0.8609341825902336,0.6548089591567853,0.36156696664902066,0.8823529411764706,1.0,0.9166666666666666,0.7857142857142857,1.0,True,0.830091743119266,0.9996685449121644,6.192717364379489e-05,0.8508455753326416,8.956771698391213,0.999643430201462,0.8614649681528662,0.6732542819499341,0.42138697723663315,0.9117647058823529,1.0,0.9166666666666666,0.8571428571428571,1.0,True,0.8715596330275229,0.9966428871170793,0.0006605565188671456,0.46512743830680847,95.53889811617294,0.999643430201462,0.8667728237791932,0.7246376811594203,0.614081524616199,1.0,1.0,1.0,1.0,1.0,True,0.8785321100917431,0.9953227315247896,0.0009289076046569235,0.38290420174598694,134.3515754758682,0.999643430201462,0.8704883227176221,0.7391304347826086,0.6389624139756485,1.0,1.0,1.0,1.0,1.0,True,0.9122935779816513,0.9504874784935958,0.010692758649161919,0.08389401435852051,1546.5359132555495,0.999643430201462,0.8938428874734607,0.8313570487483531,0.7363684489147697,1.0,1.0,1.0,1.0,1.0,in_domain,0,CTT_Silverado,FS-A,XGBoost,fleet,8.81,0.41,107839,10916,76
59344,10900,0.18367484497169048,0.9802139498628512,0.9647136905575932,48462,0.024890421752929687,False,0.8372477064220184,0.9997808939526731,4.12847824291966e-05,0.9043500919558961,5.971181132260809,0.999643430201462,0.8604033970276008,0.6897233201581028,0.4505029115934357,0.9117647058823529,1.0,0.9166666666666666,0.8571428571428571,1.0,True,0.8445871559633028,0.9997827975673328,4.12847824291966e-05,0.8693946564977703,5.971181132260809,0.999643430201462,0.8604033970276008,0.6996047430830039,0.4849126521969296,0.9411764705882353,1.0,0.9166666666666666,0.9285714285714286,1.0,True,0.8762385321100917,0.997076939137697,0.0005779869540087524,0.42740162963720696,83.59653585165131,0.999643430201462,0.8646496815286624,0.7345191040843215,0.6352567496029645,1.0,1.0,1.0,1.0,1.0,True,0.8830275229357798,0.9953464322647363,0.0009289076046569235,0.31741967497686663,134.3515754758682,0.999643430201462,0.8678343949044586,0.7529644268774703,0.65643197458973,1.0,1.0,1.0,1.0,1.0,True,0.913211009174312,0.952353616532721,0.010279910824869953,0.03639936765612061,1486.8241019329414,0.999643430201462,0.8832271762208068,0.8465085638998683,0.7400741132874536,1.0,1.0,1.0,1.0,1.0,in_domain,0,CTT_Silverado,FS-A,LightGBM,fleet,11.16,2.65,107839,10916,76
59344,10900,0.18367484497169048,0.977308773811661,0.961763842282449,48462,0.024890421752929687,False,0.8035779816513762,1.0,0.0,0.9577164516237735,0.0,0.999643430201462,0.8572186836518046,0.6231884057971014,0.31286394917946003,0.8529411764705882,1.0,0.9166666666666666,0.7142857142857143,1.0,True,0.8209174311926606,0.9998882556710247,2.06423912145983e-05,0.9040320246778195,2.9855905661304045,0.999643430201462,0.8625265392781316,0.6548089591567853,0.382212811011117,0.8823529411764706,1.0,1.0,0.7142857142857143,1.0,True,0.8803669724770642,0.9964693665628245,0.0007018413012963422,0.410701978916979,101.51007924843375,0.999643430201462,0.8954352441613588,0.7285902503293807,0.6331392271042879,1.0,1.0,1.0,1.0,1.0,True,0.8888073394495413,0.9935391241923905,0.0013004706465196928,0.30204622351882576,188.09220566621548,0.999643430201462,0.8975583864118896,0.741106719367589,0.6696664902064584,1.0,1.0,1.0,1.0,1.0,True,0.9102752293577981,0.9557846064926308,0.00947485756750062,0.08594154642318733,1370.3860698538556,0.999643430201462,0.9033970276008493,0.810935441370224,0.7316040232927475,1.0,1.0,1.0,1.0,1.0,in_domain,0,CTT_Silverado,FS-A,CatBoost,fleet,36.56,0.1,107839,10916,76
59344,10900,0.18367484497169048,0.9705459855662341,0.9491692826060217,48462,0.024890421752929687,False,0.7695412844036698,1.0,0.0,0.9994881153106691,0.0,0.9989302906043858,0.8083864118895966,0.5059288537549407,0.26151402858655376,0.7941176470588235,1.0,0.75,0.7142857142857143,1.0,True,0.7890825688073394,0.9991868029739777,0.0001444967385021881,0.997627317905426,20.899133962912828,0.9994651453021929,0.8359872611464968,0.5553359683794467,0.3054526204340921,0.8529411764705882,1.0,0.8333333333333334,0.7857142857142857,1.0,True,0.8185321100917431,0.9948706512042819,0.0009495499958715218,0.9807974696159363,137.33716604199861,0.999643430201462,0.8535031847133758,0.6363636363636364,0.3922710428798306,0.8823529411764706,1.0,0.8333333333333334,0.8571428571428571,1.0,True,0.825045871559633,0.9920573634859349,0.0014862521674510775,0.9693678617477417,214.9625207613891,0.999643430201462,0.8556263269639066,0.6548089591567853,0.41291688724192693,0.9411764705882353,1.0,0.9166666666666666,0.9285714285714286,1.0,True,0.8714678899082569,0.9468700159489634,0.011002394517380894,0.6225773096084595,1591.3197717475055,0.999643430201462,0.8699575371549894,0.7555994729907773,0.5854949708840657,1.0,1.0,1.0,1.0,1.0,in_domain,0,CTT_Silverado,FS-A,NN:MLP,fleet,54.22,0.15,107839,10916,76
59344,10900,0.18367484497169048,0.972841499955685,0.9500838012428404,48462,0.024890421752929687,False,0.44412844036697247,0.9995870328308899,4.12847824291966e-05,0.999994993209839,5.971181132260809,0.46692815118559455,0.8052016985138004,0.3372859025032938,0.10217046056114346,0.6470588235294118,1.0,0.5833333333333334,0.5,1.0,True,0.7144036697247707,0.999614890885751,6.192717364379489e-05,0.9998399019241333,8.956771698391213,0.8917810661436977,0.8397027600849257,0.5408432147562582,0.20222339862361038,0.7647058823529411,1.0,0.75,0.6428571428571429,1.0,True,0.8069724770642202,0.9990913221263062,0.0001651391297167864,0.9968030452728271,23.884724529043236,0.9969691567124265,0.8492569002123143,0.6936758893280632,0.29168872419269454,0.8235294117647058,1.0,0.9166666666666666,0.6428571428571429,1.0,True,0.8151376146788991,0.9987634892086331,0.00022706630336058128,0.9933242201805115,32.84149622743445,0.9991085755036548,0.8508492569002123,0.7187088274044796,0.3107464266807835,0.8529411764705882,1.0,0.9166666666666666,0.7142857142857143,1.0,True,0.8617431192660551,0.965563322368421,0.00691520105689043,0.5841194987297058,1000.1728396536854,1.0,0.8609341825902336,0.8827404479578392,0.4351508734780307,0.9705882352941176,1.0,1.0,0.9285714285714286,1.0,in_domain,0,CTT_Silverado,FS-A,NN:CNN1D,fleet,65.3,2.25,107839,10916,76
