n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[dos]@fa1,recall[fuzzing]@fa1,recall[spoofing]@fa1,recall[timing]@fa1,event_recall@fa1,event_recall[timing]@fa1,event_recall[spoofing]@fa1,event_recall[dos]@fa1,event_recall[fuzzing]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[dos]@fa10,recall[fuzzing]@fa10,recall[spoofing]@fa10,recall[timing]@fa10,event_recall@fa10,event_recall[timing]@fa10,event_recall[spoofing]@fa10,event_recall[dos]@fa10,event_recall[fuzzing]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[dos]@fa100,recall[fuzzing]@fa100,recall[spoofing]@fa100,recall[timing]@fa100,event_recall@fa100,event_recall[timing]@fa100,event_recall[spoofing]@fa100,event_recall[dos]@fa100,event_recall[fuzzing]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[dos]@fpr0.001,recall[fuzzing]@fpr0.001,recall[spoofing]@fpr0.001,recall[timing]@fpr0.001,event_recall@fpr0.001,event_recall[timing]@fpr0.001,event_recall[spoofing]@fpr0.001,event_recall[dos]@fpr0.001,event_recall[fuzzing]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[dos]@fpr0.01,recall[fuzzing]@fpr0.01,recall[spoofing]@fpr0.01,recall[timing]@fpr0.01,event_recall@fpr0.01,event_recall[timing]@fpr0.01,event_recall[spoofing]@fpr0.01,event_recall[dos]@fpr0.01,event_recall[fuzzing]@fpr0.01,protocol,fold,test_domain,feature_set,model,scope,fit_s,score_s,n_train,n_train_pos,dim
125812,27607,0.2194305789590818,0.5346033625820593,0.28936451148954445,98229,0.039665574882341466,True,0.0,0.0,0.0,0.6494211760767665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.6465537897906162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3.62226971420292e-05,0.017543859649122806,0.0005702357313782394,0.6372048409702441,51.75391101858352,0.0,0.00048661800486618007,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.5,True,3.62226971420292e-05,0.01818181818181818,0.0005498701695433023,0.6375552186821466,49.90555705363411,0.0,0.00048661800486618007,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.5,True,0.0621581482957221,0.6547119420068676,0.009215416730309048,0.5661032242314632,836.3801691396087,0.8352,0.06763990267639902,0.05432330827067669,0.01285428300495206,0.6052631578947368,0.75,0.5,1.0,0.5,cross_domain,0,CTT_Forester,FS-A,IForest,fleet,2.03,6.1,150000,75000,76
125812,27607,0.2194305789590818,0.7839062374018309,0.6426514780521713,98229,0.039665574882341466,True,0.0019198029485275473,1.0,0.0,0.7510474306243365,0.0,0.0,0.02579075425790754,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.5,True,0.004238055565617416,0.975,3.054834275240568e-05,0.7412746438873978,2.772530947424117,0.0,0.05693430656934306,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.5,True,0.005179845691310175,0.6908212560386473,0.0006516979787179879,0.7240030528007342,59.147326878381165,0.0,0.06909975669099756,0.0,5.268148772521336e-05,0.05263157894736842,0.08333333333333333,0.0,0.0,0.5,True,0.005143622994168146,0.7244897959183674,0.0005498701695433023,0.7258344080483979,49.90555705363411,0.0,0.06909975669099756,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.5,True,0.3446227406092658,0.9285574858481359,0.007453795631586987,0.5293944107988242,676.4975511714846,0.996,0.6968369829683698,0.381390977443609,0.25329259298282586,0.9736842105263158,1.0,0.9545454545454546,1.0,1.0,cross_domain,0,CTT_Forester,FS-A,IForest@target,target,2.49,6.22,150000,75000,76
125812,27607,0.2194305789590818,0.5069784229410031,0.32791129406414,98229,0.039665574882341466,True,0.054261600318759734,0.9993328885923949,1.018278091746856e-05,0.9999992847442628,0.9241769824747057,0.0112,0.43990267639902675,0.0,0.030555262880623747,0.21052631578947367,0.3333333333333333,0.0,1.0,1.0,True,0.059224109827217736,0.9957369062119367,7.127946642227993e-05,0.9999991655349731,6.46923887732294,0.0176,0.47396593673965937,0.0009398496240601503,0.03340006321778527,0.23684210526315788,0.3333333333333333,0.045454545454545456,1.0,1.0,True,0.06788133444416271,0.9536895674300254,0.0009266330634896391,0.9999985694885254,84.10010540519822,0.0272,0.5255474452554745,0.004887218045112782,0.03866821199030661,0.3157894736842105,0.4166666666666667,0.13636363636363635,1.0,1.0,True,0.06632375846705546,0.9652082235108065,0.000672063540552925,0.9999986886978149,60.99568084333058,0.0232,0.5187347931873479,0.003947368421052632,0.03766726372352755,0.2894736842105263,0.4166666666666667,0.09090909090909091,1.0,1.0,True,0.10649472959756584,0.7585139318885449,0.009531082938750574,0.9999953508377075,865.0296555963247,0.308,0.6277372262773723,0.04154135338345865,0.05499947318512275,0.5789473684210527,0.75,0.4090909090909091,1.0,1.0,cross_domain,0,CTT_Forester,FS-A,LogReg,fleet,5.43,0.17,150000,75000,76
125812,27607,0.2194305789590818,0.7106718057712754,0.534072926996749,98229,0.039665574882341466,True,0.12833701597420943,1.0,0.0,0.6472860646792561,0.0,0.9952,0.5542579075425791,0.043045112781954886,0.04904646507217364,0.42105263157894735,0.5833333333333334,0.2727272727272727,1.0,0.5,True,0.14202919549389648,0.9997450280469148,1.018278091746856e-05,0.6195454034179769,0.9241769824747057,0.996,0.5693430656934306,0.06823308270676692,0.06021494046991887,0.5526315789473685,0.75,0.4090909090909091,1.0,0.5,True,0.16901510486470822,0.9850116107240869,0.0007229774451402678,0.5881948434967597,65.61656575570412,0.9984,0.5771289537712896,0.12443609022556391,0.08270993572858497,0.6578947368421053,0.8333333333333334,0.5454545454545454,1.0,0.5,True,0.1673850834933169,0.9863393810032017,0.0006516979787179879,0.5897319602021337,59.147326878381165,0.9984,0.5771289537712896,0.12199248120300751,0.08102412812137814,0.6578947368421053,0.8333333333333334,0.5454545454545454,1.0,0.5,True,0.23244104756040135,0.8762802130274477,0.009225599511226515,0.5487642368947042,837.3043461220834,0.9984,0.5892944038929441,0.20958646616541354,0.1497734696027816,0.8947368421052632,0.9166666666666666,0.8636363636363636,1.0,1.0,cross_domain,0,CTT_Forester,FS-A,RandomForest,fleet,80.24,3.02,150000,75000,76
125812,27607,0.2194305789590818,0.7482733682636247,0.5645730028384046,98229,0.039665574882341466,True,0.10258267830622668,0.9982375749030666,5.09139045873428e-05,0.63357916348441,4.620884912373529,0.9944,0.1829683698296837,0.13609022556390976,0.025761247497629335,0.5526315789473685,0.6666666666666666,0.45454545454545453,1.0,0.5,True,0.11986090484297461,0.9945897204688909,0.0001832900565144341,0.6232936682807042,16.6351856845447,0.996,0.2632603406326034,0.15469924812030075,0.03687704140764935,0.631578947368421,0.75,0.5454545454545454,1.0,0.5,True,0.15278733654507914,0.9716655148583275,0.0012524820528486329,0.6085611213549745,113.6737688443888,0.9968,0.375669099756691,0.1887218045112782,0.06300705931935519,0.7368421052631579,0.9166666666666666,0.5909090909090909,1.0,1.0,True,0.15093997899083567,0.9749649040711278,0.001089557558169136,0.6093008200582102,98.88693712479352,0.9968,0.36982968369829683,0.18590225563909774,0.06174270361395006,0.7368421052631579,0.9166666666666666,0.5909090909090909,1.0,1.0,True,0.22552251240627377,0.8656840934371524,0.00983656636627463,0.5888868222669262,892.754965070566,0.9992,0.5114355231143553,0.2618421052631579,0.13344220840796545,0.8421052631578947,0.9166666666666666,0.7727272727272727,1.0,1.0,cross_domain,0,CTT_Forester,FS-A,ExtraTrees,fleet,68.96,3.0,150000,75000,76
125812,27607,0.2194305789590818,0.6583251267005527,0.46964952531447735,98229,0.039665574882341466,True,0.12601876335711956,0.9991384261918438,3.054834275240568e-05,0.8747997810845292,2.772530947424117,0.9944,0.5600973236009732,0.04003759398496241,0.04593825729638605,0.2894736842105263,0.4166666666666667,0.09090909090909091,1.0,1.0,True,0.13069149128844135,0.9980636237897649,7.127946642227993e-05,0.8335356177159943,6.46923887732294,0.9944,0.5693430656934306,0.05357142857142857,0.047940153829944154,0.2894736842105263,0.4166666666666667,0.09090909090909091,1.0,1.0,True,0.14474589777954866,0.9722627737226277,0.001160837024591416,0.7096393858210933,105.35617600211647,0.9968,0.5892944038929441,0.0956766917293233,0.05426193235696976,0.7105263157894737,0.75,0.6363636363636364,1.0,1.0,True,0.1440214438367081,0.9735553379040157,0.0010997403390866046,0.7158190362744574,99.81111410726822,0.9968,0.5892944038929441,0.09285714285714286,0.05399852491834369,0.6842105263157895,0.75,0.5909090909090909,1.0,1.0,True,0.17368783279603,0.8138153428377461,0.011170510666463011,0.5294939340383141,1013.8221497747522,0.9992,0.6111922141119221,0.16221804511278196,0.07517648298387947,0.8421052631578947,0.8333333333333334,0.8181818181818182,1.0,1.0,cross_domain,0,CTT_Forester,FS-A,HistGB,fleet,73.37,8.32,150000,75000,76
125812,27607,0.2194305789590818,0.6157463133290008,0.42436617625296813,98229,0.039665574882341466,True,0.13453109718549644,0.9991928974979822,3.054834275240568e-05,0.8574066758155823,2.772530947424117,0.9952,0.572749391727494,0.0656015037593985,0.04973132441260141,0.3157894736842105,0.5,0.09090909090909091,1.0,1.0,True,0.14097873727677762,0.9976928992566009,9.164502825721705e-05,0.8257498741149902,8.31759284227235,0.9952,0.5781021897810219,0.09116541353383459,0.05136445053208303,0.47368421052631576,0.5833333333333334,0.3181818181818182,1.0,1.0,True,0.15300467272793133,0.9791376912378303,0.0009164502825721705,0.7564173340797424,83.17592842272352,0.9952,0.5897810218978102,0.12969924812030076,0.05679064376778,0.7631578947368421,0.8333333333333334,0.6818181818181818,1.0,1.0,True,0.15242510957365885,0.9802003261122758,0.0008655363779848277,0.7588155269622803,78.55504351034999,0.9952,0.5883211678832116,0.12781954887218044,0.05663259930460436,0.7631578947368421,0.8333333333333334,0.6818181818181818,1.0,1.0,True,0.17361538740174592,0.845326278659612,0.008930298864619927,0.6566304564476013,810.5032136303168,0.9952,0.6058394160583942,0.18458646616541352,0.06964492677273207,0.8421052631578947,0.8333333333333334,0.8181818181818182,1.0,1.0,cross_domain,0,CTT_Forester,FS-A,XGBoost,fleet,13.71,1.05,150000,75000,76
125812,27607,0.2194305789590818,0.6215288719839553,0.4504807261153644,98229,0.039665574882341466,True,0.13782736262542108,0.9989498556051457,4.073112366987424e-05,0.9262881298393847,3.696707929898823,0.9952,0.5849148418491484,0.07706766917293233,0.04999473185122748,0.47368421052631576,0.6666666666666666,0.2727272727272727,1.0,1.0,True,0.1453979063281052,0.9945490584737364,0.00022402118018430834,0.8974896229444842,20.331893614443526,0.996,0.5873479318734793,0.10413533834586466,0.05310293962701507,0.6578947368421053,0.8333333333333334,0.5,1.0,1.0,True,0.15789473684210525,0.9671621921455513,0.001507051575785347,0.8442502234607541,136.77819340625646,0.9976,0.5956204379562043,0.14342105263157895,0.05926667369086503,0.8157894736842105,0.8333333333333334,0.7727272727272727,1.0,1.0,True,0.15724272829354874,0.9694059848146493,0.0013950409856931928,0.8473996890889361,126.61224659903468,0.9976,0.5951338199513382,0.14172932330827068,0.058845221789063325,0.8157894736842105,0.8333333333333334,0.7727272727272727,1.0,1.0,True,0.18824935704712573,0.8275477707006369,0.011027951733618452,0.7523577634572617,1000.8836720201065,0.9984,0.6024330900243309,0.2024436090225564,0.08608155094299863,0.8421052631578947,0.8333333333333334,0.8181818181818182,1.0,1.0,cross_domain,0,CTT_Forester,FS-A,LightGBM,fleet,15.45,3.98,150000,75000,76
125812,27607,0.2194305789590818,0.6709157884036568,0.5131589246963063,98229,0.039665574882341466,True,0.08563045604375702,1.0,0.0,0.9912042287873264,0.0,0.9808,0.1708029197080292,0.006203007518796992,0.039721841744810873,0.23684210526315788,0.4166666666666667,0.045454545454545456,1.0,0.5,True,0.14228275437389068,0.9944303797468355,0.00022402118018430834,0.9707812204581951,20.331893614443526,0.9928,0.35231143552311434,0.06541353383458647,0.08508060267621957,0.5789473684210527,0.6666666666666666,0.5,1.0,0.5,True,0.1841199695729344,0.9771241830065359,0.0012117509291787586,0.9517581799394947,109.97706091448998,0.9928,0.4457420924574209,0.11127819548872181,0.12295859235064799,0.8157894736842105,0.8333333333333334,0.7727272727272727,1.0,1.0,True,0.1817654942587025,0.9785491419656787,0.0011201059009215417,0.9527059078861844,101.65946807221763,0.9928,0.44038929440389296,0.10883458646616541,0.12079865135391424,0.7894736842105263,0.8333333333333334,0.7272727272727273,1.0,1.0,True,0.23791067482884776,0.8757333333333334,0.009490351815080698,0.9206088882065978,861.3329476664259,0.9936,0.5201946472019465,0.18796992481203006,0.17158360552101992,0.8947368421052632,0.8333333333333334,0.9090909090909091,1.0,1.0,cross_domain,0,CTT_Forester,FS-A,CatBoost,fleet,40.87,0.17,150000,75000,76
125812,27607,0.2194305789590818,0.6070243374826552,0.438945735381122,98229,0.039665574882341466,True,0.08765892708371065,0.9995869475423379,1.018278091746856e-05,0.9999133348464966,0.9241769824747057,0.0408,0.5688564476885645,0.026879699248120302,0.05568433252555052,0.3684210526315789,0.4166666666666667,0.22727272727272727,1.0,1.0,True,0.09617126091208751,0.9936377245508982,0.00017310727559696553,0.9998034834861755,15.711008702069998,0.0848,0.5902676399026764,0.03759398496240601,0.059846170055842376,0.47368421052631576,0.6666666666666666,0.2727272727272727,1.0,1.0,True,0.11718042525446445,0.9590868662911355,0.0014052237666106614,0.9993934631347656,127.53642358150941,0.26,0.6053527980535279,0.07236842105263158,0.06748498577599832,0.6578947368421053,0.75,0.5454545454545454,1.0,1.0,True,0.11602129894591952,0.9612845138055222,0.0013135787383534443,0.9994186162948608,119.21883073923703,0.252,0.6038929440389295,0.07048872180451128,0.06701085238647139,0.6578947368421053,0.75,0.5454545454545454,1.0,1.0,True,0.17336182852175172,0.8246037215713301,0.010366070973982995,0.9979571104049683,940.8121681592504,0.704,0.6326034063260341,0.15639097744360902,0.0934569592245285,0.8157894736842105,0.8333333333333334,0.7727272727272727,1.0,1.0,cross_domain,0,CTT_Forester,FS-A,NN:MLP,fleet,115.46,0.3,150000,75000,76
