n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[fuzzing]@fa1,recall[masquerade]@fa1,recall[spoofing]@fa1,event_recall@fa1,event_recall[spoofing]@fa1,event_recall[masquerade]@fa1,event_recall[fuzzing]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[fuzzing]@fa10,recall[masquerade]@fa10,recall[spoofing]@fa10,event_recall@fa10,event_recall[spoofing]@fa10,event_recall[masquerade]@fa10,event_recall[fuzzing]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[fuzzing]@fa100,recall[masquerade]@fa100,recall[spoofing]@fa100,event_recall@fa100,event_recall[spoofing]@fa100,event_recall[masquerade]@fa100,event_recall[fuzzing]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[fuzzing]@fpr0.001,recall[masquerade]@fpr0.001,recall[spoofing]@fpr0.001,event_recall@fpr0.001,event_recall[spoofing]@fpr0.001,event_recall[masquerade]@fpr0.001,event_recall[fuzzing]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[fuzzing]@fpr0.01,recall[masquerade]@fpr0.01,recall[spoofing]@fpr0.01,event_recall@fpr0.01,event_recall[spoofing]@fpr0.01,event_recall[masquerade]@fpr0.01,event_recall[fuzzing]@fpr0.01,protocol,fold,test_domain,feature_set,model,scope,fit_s,score_s,n_train,n_train_pos,dim
226048,23767,0.10514138590033975,0.4833554910986278,0.11280175839772864,202303,0.02842950277399512,True,0.0,0.0,0.0,213637.96794598392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,39113.30143901721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0002524508772667985,0.03015075376884422,0.0009541182810051364,240.7853744201269,120.81906035867698,0.0,0.0002603488674824265,0.00024993751562109475,0.20689655172413793,0.23076923076923078,0.23076923076923078,0.0,True,0.00042075146211133083,0.04032258064516129,0.0011765810926384584,192.84145382193847,148.9893075925654,0.0,0.0004339147791373774,0.00041656252603515786,0.27586206896551724,0.3076923076923077,0.3076923076923077,0.0,True,0.0007573526318003955,0.013761467889908258,0.006377267266821896,22.227657791284454,807.5470873714678,0.0,0.0007810466024472793,0.0007498125468632841,0.27586206896551724,0.3076923076923077,0.3076923076923077,0.0,cross_domain,0,ROAD_ORNL,FS-B,Rule:Periodicity,fleet,0.0,0.0,150000,75000,40
226048,23767,0.10514138590033975,0.5050700551184415,0.11421535089373472,202303,0.02842950277399512,True,0.010140110236883073,1.0,0.0,5e-324,0.0,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,1.0,0.0,5e-324,0.0,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,1.0,0.0,5e-324,0.0,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,1.0,0.0,5e-324,0.0,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,1.0,0.0,5e-324,0.0,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,cross_domain,0,ROAD_ORNL,FS-B,Rule:UnseenID,fleet,0.0,0.0,150000,75000,40
226048,23767,0.10514138590033975,0.5683221337317228,0.1247288482786936,202303,0.02842950277399512,True,0.0,0.0,1.9774472145184173e-05,9.386481679883795,2.5040219763456366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,8.898512465332879e-05,8.110146156292469,11.268098893555367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0006311271931669963,0.058365758754863814,0.0011963555647836425,5.3830459600643366,151.493329568911,0.004149377593360996,0.0004339147791373774,0.0007498125468632841,0.13793103448275862,0.15384615384615385,0.07692307692307693,0.3333333333333333,True,0.0010939538014894602,0.07323943661971831,0.0016264503339413984,5.271489519527921,205.95580755442865,0.004149377593360996,0.0007810466024472793,0.001333000083312505,0.13793103448275862,0.15384615384615385,0.07692307692307693,0.3333333333333333,True,0.011065763453528001,0.10130970724191063,0.01153346087867867,4.049071335217462,1460.4708177035927,0.04149377593360996,0.004946628482166103,0.016329251020578188,0.7586206896551724,0.8461538461538461,0.6923076923076923,0.6666666666666666,cross_domain,0,ROAD_ORNL,FS-B,Rule:BusLoad,fleet,0.0,0.0,150000,75000,40
226048,23767,0.10514138590033975,0.5501029260671947,0.12862778085730298,202303,0.02842950277399512,True,0.0,0.0,0.0,4.748696523450702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,4.557764336622482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,3.6885314578099004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,3.108369134625455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.00015325215912517735,1.8214941636425868,19.406170316678686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross_domain,0,ROAD_ORNL,FS-B,Rule:IDEntropy,fleet,0.0,0.0,150000,75000,40
226048,23767,0.10514138590033975,0.4438306890408849,0.08764301523552802,202303,0.02842950277399512,True,0.0,0.0,0.0,0.7906976744186047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,2.9661708217776263e-05,0.5813953488372093,3.7560329645184556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0002945260234779316,0.09859154929577464,0.00031639155432294677,0.3488372093023256,40.064351621530186,0.004149377593360996,0.0,0.0004998750312421895,0.10344827586206896,0.15384615384615385,0.0,0.3333333333333333,True,0.0002945260234779316,0.08433734939759036,0.00037571497075849933,0.32558139534883723,47.57641755056711,0.004149377593360996,0.0,0.0004998750312421895,0.10344827586206896,0.15384615384615385,0.0,0.3333333333333333,True,0.003029410527201582,0.07058823529411765,0.0046865498984086495,0.023255813953488372,593.453208393916,0.004149377593360996,0.0,0.005915187869699242,0.13793103448275862,0.23076923076923078,0.0,0.3333333333333333,cross_domain,0,ROAD_ORNL,FS-B,Rule:Hamming,fleet,0.0,0.0,150000,75000,40
226048,23767,0.10514138590033975,0.48867129979919866,0.10022881786453347,202303,0.02842950277399512,True,0.0,0.0,0.0,439764.9749739156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,437901.731468481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,417955.17605129804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,411978.8779703372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,280913.29374927544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross_domain,0,ROAD_ORNL,FS-B,Rule:Staleness,fleet,0.0,0.0,150000,75000,40
226048,23767,0.10514138590033975,0.7351477947008022,0.2857610205595409,202303,0.02842950277399512,True,0.0,0.0,0.0003856022068310914,640625.0,48.82842853873992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.000998610843331801,439764.9749739156,126.45310980545469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0010974832040577217,420286.1973758447,138.97321968718285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0010974832040577217,414349.47452075547,138.97321968718285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0019823908325547136,283713.207212434,251.02820312865012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross_domain,0,ROAD_ORNL,FS-B,Rule:Combined,fleet,0.0,0.0,150000,75000,40
226048,23767,0.10514138590033975,0.5049893125465682,0.11421535089373472,202303,0.02842950277399512,True,0.010140110236883073,1.0,0.0,15.546350710640302,0.0,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,0.94140625,7.415427054444066e-05,12.039446924402377,9.390082411296138,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,0.94140625,7.415427054444066e-05,11.992900408478855,9.390082411296138,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,0.94140625,7.415427054444066e-05,11.9785780624167,9.390082411296138,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,0.9198473282442748,0.00010381597876221691,11.595250043354374,13.146115375814594,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,cross_domain,0,ROAD_ORNL,FS-B,Rule:CombinedQ,fleet,0.0,0.0,150000,75000,40
226048,23767,0.10514138590033975,0.4833554910986278,0.11280175839772864,202303,0.02842950277399512,True,0.0,0.0,0.0,23214.378557688353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,4249.0800790339945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0002524508772667985,0.03015075376884422,0.0009541182810051364,24.870014493046884,120.81906035867698,0.0,0.0002603488674824265,0.00024993751562109475,0.20689655172413793,0.23076923076923078,0.23076923076923078,0.0,True,0.00042075146211133083,0.04032258064516129,0.0011765810926384584,19.660030239358292,148.9893075925654,0.0,0.0004339147791373774,0.00041656252603515786,0.27586206896551724,0.3076923076923077,0.3076923076923077,0.0,True,0.0007573526318003955,0.013761467889908258,0.006377267266821896,1.1197184201817365,807.5470873714678,0.0,0.0007810466024472793,0.0007498125468632841,0.27586206896551724,0.3076923076923077,0.3076923076923077,0.0,cross_domain,0,ROAD_ORNL,FS-B,Rule:Periodicity@target,target,0.0,0.0,150000,75000,40
226048,23767,0.10514138590033975,0.5050700551184415,0.11421535089373472,202303,0.02842950277399512,True,0.010140110236883073,1.0,0.0,5e-324,0.0,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,1.0,0.0,5e-324,0.0,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,1.0,0.0,5e-324,0.0,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,1.0,0.0,5e-324,0.0,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,True,0.010140110236883073,1.0,0.0,5e-324,0.0,1.0,0.0,0.0,0.10344827586206896,0.0,0.0,1.0,cross_domain,0,ROAD_ORNL,FS-B,Rule:UnseenID@target,target,0.0,0.0,150000,75000,40
