n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[diagnostic]@fa1,recall[dos]@fa1,recall[fuzzing]@fa1,recall[replay]@fa1,recall[suspension]@fa1,event_recall@fa1,event_recall[diagnostic]@fa1,event_recall[dos]@fa1,event_recall[fuzzing]@fa1,event_recall[replay]@fa1,event_recall[suspension]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[diagnostic]@fa10,recall[dos]@fa10,recall[fuzzing]@fa10,recall[replay]@fa10,recall[suspension]@fa10,event_recall@fa10,event_recall[diagnostic]@fa10,event_recall[dos]@fa10,event_recall[fuzzing]@fa10,event_recall[replay]@fa10,event_recall[suspension]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[diagnostic]@fa100,recall[dos]@fa100,recall[fuzzing]@fa100,recall[replay]@fa100,recall[suspension]@fa100,event_recall@fa100,event_recall[diagnostic]@fa100,event_recall[dos]@fa100,event_recall[fuzzing]@fa100,event_recall[replay]@fa100,event_recall[suspension]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[diagnostic]@fpr0.001,recall[dos]@fpr0.001,recall[fuzzing]@fpr0.001,recall[replay]@fpr0.001,recall[suspension]@fpr0.001,event_recall@fpr0.001,event_recall[diagnostic]@fpr0.001,event_recall[dos]@fpr0.001,event_recall[fuzzing]@fpr0.001,event_recall[replay]@fpr0.001,event_recall[suspension]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[diagnostic]@fpr0.01,recall[dos]@fpr0.01,recall[fuzzing]@fpr0.01,recall[replay]@fpr0.01,recall[suspension]@fpr0.01,event_recall@fpr0.01,event_recall[diagnostic]@fpr0.01,event_recall[dos]@fpr0.01,event_recall[fuzzing]@fpr0.01,event_recall[replay]@fpr0.01,event_recall[suspension]@fpr0.01,protocol,fold,test_domain,feature_set,model,scope,fit_s,score_s,n_train,n_train_pos,dim
4540,431,0.09493392070484581,0.1554422723250812,0.08383762099895589,4112,0.0455447607482506,False,0.004640371229698376,0.6666666666666666,0.0002433682161109759,9.326965594553409,19.236583167980868,0.0,0.003194888178913738,0.0,0.0,0.009433962264150943,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,False,0.004640371229698376,0.6666666666666666,0.0002433682161109759,9.326965594553409,19.236583167980868,0.0,0.003194888178913738,0.0,0.0,0.009433962264150943,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,True,0.004640371229698376,0.6666666666666666,0.0002433682161109759,9.326965594553409,19.236583167980868,0.0,0.003194888178913738,0.0,0.0,0.009433962264150943,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,True,0.004640371229698376,0.6666666666666666,0.0002433682161109759,9.326965594553409,19.236583167980868,0.0,0.003194888178913738,0.0,0.0,0.009433962264150943,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,True,0.004640371229698376,0.13333333333333333,0.003163786809442687,5.908662346179701,250.07558118375132,0.0,0.003194888178913738,0.0,0.0,0.009433962264150943,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,in_domain,0,CIDv2_RenaultClio,FS-B,Rule:Periodicity,fleet,0.0,0.0,8657,433,40
4540,431,0.09493392070484581,0.8747099767981439,0.7732084998517943,4112,0.0455447607482506,False,0.7494199535962877,1.0,0.0,5e-324,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,False,0.7494199535962877,1.0,0.0,5e-324,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,True,0.7494199535962877,1.0,0.0,5e-324,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,True,0.7494199535962877,1.0,0.0,5e-324,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,True,0.7494199535962877,1.0,0.0,5e-324,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,in_domain,0,CIDv2_RenaultClio,FS-B,Rule:UnseenID,fleet,0.0,0.0,8657,433,40
4540,431,0.09493392070484581,0.8290132181126937,0.7693061426531917,4112,0.0455447607482506,False,0.728538283062645,0.9968253968253968,0.0002433682161109759,2.6374935259887975,19.236583167980868,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,False,0.728538283062645,0.9968253968253968,0.0002433682161109759,2.6374935259887975,19.236583167980868,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.728538283062645,0.9874213836477987,0.0009734728644439036,2.1159984931615585,76.94633267192347,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.728538283062645,0.9968253968253968,0.0002433682161109759,2.4747488346779836,19.236583167980868,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.728538283062645,0.9181286549707602,0.0068143100511073255,1.1993741094808468,538.6243287034644,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,in_domain,0,CIDv2_RenaultClio,FS-B,Rule:BusLoad,fleet,0.0,0.0,8657,433,40
4540,431,0.09493392070484581,0.879665427992088,0.7798087634832253,4112,0.0455447607482506,False,0.7262180974477959,0.9205882352941176,0.006570941834996349,1.5664115882008016,519.3877455354834,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,False,0.7262180974477959,0.9205882352941176,0.006570941834996349,1.5664115882008016,519.3877455354834,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7262180974477959,0.7786069651741293,0.021659771233876857,1.3742391195008672,1712.0559019502973,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7262180974477959,0.7786069651741293,0.021659771233876857,1.4056213765404686,1712.0559019502973,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7262180974477959,0.7488038277511961,0.02555366269165247,1.2762158753836603,2019.8412326379912,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,in_domain,0,CIDv2_RenaultClio,FS-B,Rule:IDEntropy,fleet,0.0,0.0,8657,433,40
4540,431,0.09493392070484581,0.20166472894370852,0.11140342361675808,4112,0.0455447607482506,False,0.0,0.0,0.0,2.2000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,2.2000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.002320185614849188,1.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,in_domain,0,CIDv2_RenaultClio,FS-B,Rule:Hamming,fleet,0.0,0.0,8657,433,40
4540,431,0.09493392070484581,0.9782761399203491,0.9738600626360001,4112,0.0455447607482506,False,0.9698375870069605,1.0,0.0,65.02445185187514,0.0,0.0,1.0,0.0,0.0,0.9905660377358491,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,False,0.9698375870069605,1.0,0.0,65.02445185187514,0.0,0.0,1.0,0.0,0.0,0.9905660377358491,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,True,0.9698375870069605,1.0,0.0,53.04651286997446,0.0,0.0,1.0,0.0,0.0,0.9905660377358491,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,True,0.9698375870069605,1.0,0.0,53.83106450224474,0.0,0.0,1.0,0.0,0.0,0.9905660377358491,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,True,0.9698375870069605,0.9720930232558139,0.0029204185933317107,32.39286331405377,230.83899801577041,0.0,1.0,0.0,0.0,0.9905660377358491,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,in_domain,0,CIDv2_RenaultClio,FS-B,Rule:Staleness,fleet,0.0,0.0,8657,433,40
4540,431,0.09493392070484581,0.9935250502688061,0.9436618914897482,4112,0.0455447607482506,False,0.728538283062645,1.0,0.0,93750.00000000001,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,False,0.728538283062645,1.0,0.0,93750.00000000001,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.728538283062645,1.0,0.0,93750.00000000001,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.728538283062645,1.0,0.0,93750.00000000001,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,True,0.728538283062645,0.9401197604790419,0.004867364322219518,78125.0,384.73166335961747,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,in_domain,0,CIDv2_RenaultClio,FS-B,Rule:Combined,fleet,0.0,0.0,8657,433,40
4540,431,0.09493392070484581,0.998838213214273,0.9979000787023314,4112,0.0455447607482506,False,0.9976798143851509,0.9976798143851509,0.0002433682161109759,9.498937857829107,19.236583167980868,1.0,1.0,1.0,1.0,0.9905660377358491,1.0,1.0,1.0,1.0,1.0,1.0,False,0.9976798143851509,0.9976798143851509,0.0002433682161109759,9.498937857829107,19.236583167980868,1.0,1.0,1.0,1.0,0.9905660377358491,1.0,1.0,1.0,1.0,1.0,1.0,True,0.9976798143851509,0.9930715935334873,0.0007301046483329277,9.178831785010416,57.709749503942604,1.0,1.0,1.0,1.0,0.9905660377358491,1.0,1.0,1.0,1.0,1.0,1.0,True,0.9976798143851509,0.9930715935334873,0.0007301046483329277,9.232563615706338,57.709749503942604,1.0,1.0,1.0,1.0,0.9905660377358491,1.0,1.0,1.0,1.0,1.0,1.0,True,0.9976798143851509,0.9930715935334873,0.0007301046483329277,9.100236756582635,57.709749503942604,1.0,1.0,1.0,1.0,0.9905660377358491,1.0,1.0,1.0,1.0,1.0,1.0,in_domain,0,CIDv2_RenaultClio,FS-B,Rule:CombinedQ,fleet,0.0,0.0,8657,433,40
4540,431,0.0949339207048458,0.9701735593702692,0.8831938222258442,4112,0.0455447607482506,False,0.7262180974477959,0.9968152866242038,0.0002433682161109,0.6737385747762509,19.236583167980868,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,False,0.7262180974477959,0.9968152866242038,0.0002433682161109,0.6737385747762509,19.236583167980868,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7262180974477959,0.9968152866242038,0.0002433682161109,0.667927691123735,19.236583167980868,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.7262180974477959,0.9968152866242038,0.0002433682161109,0.6680190828213702,19.236583167980868,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,True,0.728538283062645,0.9486404833836858,0.0041372596738865,0.5972799393714507,327.0219138556748,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,in_domain,0,CIDv2_RenaultClio,FS-B,IForest,fleet,0.7,0.24,8657,433,40
4540,431,0.0949339207048458,0.9925154392005776,0.9867123947808112,4112,0.0455447607482506,False,0.9721577726218096,1.0,0.0,0.9460154175758364,0.0,0.0,1.0,0.1666666666666666,0.0,0.9905660377358492,0.5,0.0,1.0,0.5,0.0,1.0,False,0.9721577726218096,1.0,0.0,0.9460154175758364,0.0,0.0,1.0,0.1666666666666666,0.0,0.9905660377358492,0.5,0.0,1.0,0.5,0.0,1.0,True,0.9721577726218096,0.9976190476190476,0.0002433682161109,0.807559072971344,19.236583167980868,0.0,1.0,0.1666666666666666,0.0,0.9905660377358492,0.5,0.0,1.0,0.5,0.0,1.0,True,0.9721577726218096,0.9976190476190476,0.0002433682161109,0.8105435967445374,19.236583167980868,0.0,1.0,0.1666666666666666,0.0,0.9905660377358492,0.5,0.0,1.0,0.5,0.0,1.0,True,0.974477958236659,0.9790209790209792,0.0021903139449987,0.5610593557357788,173.12924851182785,0.0,1.0,0.3333333333333333,0.0,0.9905660377358492,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,in_domain,0,CIDv2_RenaultClio,FS-B,LogReg,fleet,0.08,0.0,8657,433,40
