n_windows,n_pos,pos_rate,roc_auc,pr_auc,n_calib,win_seconds,resolvable@fa1,recall@fa1,precision@fa1,fpr@fa1,thr@fa1,fa_per_hour@fa1,recall[dos]@fa1,recall[fuzzing]@fa1,recall[spoofing]@fa1,recall[timing]@fa1,event_recall@fa1,event_recall[timing]@fa1,event_recall[fuzzing]@fa1,event_recall[spoofing]@fa1,event_recall[dos]@fa1,resolvable@fa10,recall@fa10,precision@fa10,fpr@fa10,thr@fa10,fa_per_hour@fa10,recall[dos]@fa10,recall[fuzzing]@fa10,recall[spoofing]@fa10,recall[timing]@fa10,event_recall@fa10,event_recall[timing]@fa10,event_recall[fuzzing]@fa10,event_recall[spoofing]@fa10,event_recall[dos]@fa10,resolvable@fa100,recall@fa100,precision@fa100,fpr@fa100,thr@fa100,fa_per_hour@fa100,recall[dos]@fa100,recall[fuzzing]@fa100,recall[spoofing]@fa100,recall[timing]@fa100,event_recall@fa100,event_recall[timing]@fa100,event_recall[fuzzing]@fa100,event_recall[spoofing]@fa100,event_recall[dos]@fa100,resolvable@fpr0.001,recall@fpr0.001,precision@fpr0.001,fpr@fpr0.001,thr@fpr0.001,fa_per_hour@fpr0.001,recall[dos]@fpr0.001,recall[fuzzing]@fpr0.001,recall[spoofing]@fpr0.001,recall[timing]@fpr0.001,event_recall@fpr0.001,event_recall[timing]@fpr0.001,event_recall[fuzzing]@fpr0.001,event_recall[spoofing]@fpr0.001,event_recall[dos]@fpr0.001,resolvable@fpr0.01,recall@fpr0.01,precision@fpr0.01,fpr@fpr0.01,thr@fpr0.01,fa_per_hour@fpr0.01,recall[dos]@fpr0.01,recall[fuzzing]@fpr0.01,recall[spoofing]@fpr0.01,recall[timing]@fpr0.01,event_recall@fpr0.01,event_recall[timing]@fpr0.01,event_recall[fuzzing]@fpr0.01,event_recall[spoofing]@fpr0.01,event_recall[dos]@fpr0.01,protocol,fold,test_domain,feature_set,model,scope,fit_s,score_s,n_train,n_train_pos,dim
123099,23756,0.19298288369523717,0.7731099015937979,0.5934570709193576,99363,0.031993395843505856,False,0.0,0.0,0.0,0.634786299499968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.00015099201755533858,0.5989400868797132,16.990108391684064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.00942919683448392,0.9256198347107438,0.0001811904210664063,0.5572440079488432,20.38813007002088,0.02619047619047619,0.006237006237006237,0.0,0.010164815218180499,0.1875,0.125,0.5,0.0,1.0,True,0.010944603468597406,0.9285714285714286,0.00020132269007378477,0.5560058241784966,22.65347785557875,0.029365079365079365,0.0075822428763605235,0.0,0.011689537500907572,0.1875,0.125,0.5,0.0,1.0,True,0.15360330021889207,0.9470542434466649,0.0020534914387526047,0.5323918418151091,231.06547412690327,0.8206349206349206,0.21315886021768374,0.016483516483516484,0.06265882523778407,0.40625,0.4375,0.75,0.1,1.0,cross_domain,0,CTT_Traverse,FS-A,IForest,fleet,1.68,5.03,150000,75000,76
123099,23756,0.19298288369523717,0.799276075860837,0.7005384933327315,99363,0.031993395843505856,False,0.0,0.0,0.0,0.7953571914082032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.00014092588305164932,0.7862856817293908,15.857434498905123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.396405118706853,0.9931449061379456,0.0006542987427398005,0.5908489955861884,73.62380303063094,0.9984126984126984,0.7225143695731931,0.08241758241758242,0.16016844550932985,0.5,0.625,0.75,0.1,1.0,True,0.39914126957400237,0.9923600209314495,0.0007348278187693144,0.5883533694893814,82.68519417286242,0.9984126984126984,0.7234927234927235,0.08608058608058608,0.16416176577361505,0.5,0.625,0.75,0.1,1.0,True,0.5097659538642869,0.9389780569124603,0.00792204785440343,0.5210145584508743,891.4143536170237,1.0,0.73352085116791,0.34065934065934067,0.3387787700573586,0.65625,0.8125,1.0,0.2,1.0,cross_domain,0,CTT_Traverse,FS-A,IForest@target,target,1.91,6.02,150000,75000,76
123099,23756,0.19298288369523717,0.7867894107983677,0.7006258150823981,99363,0.031993395843505856,False,0.4071392490318235,0.9991735537190083,8.05290760295139e-05,0.9872510433197023,9.0613911422315,0.9984126984126984,0.5553381435734377,0.003663003663003663,0.2810571407826908,0.625,0.75,1.0,0.2,1.0,True,0.4203148678228658,0.9989994997498749,0.00010066134503689239,0.9844387173652649,11.326738927789375,0.9984126984126984,0.5805307570013453,0.005494505494505495,0.2887533580193131,0.625,0.75,1.0,0.2,1.0,True,0.4462451591176966,0.9924171503463771,0.0008153568947988283,0.9772719144821167,91.74658531509394,0.9984126984126984,0.6233337409807999,0.020146520146520148,0.30748566034996005,0.65625,0.8125,1.0,0.2,1.0,True,0.4484340798114161,0.991530156366344,0.0009160182398357207,0.9766022562980652,103.07332424288332,0.9984126984126984,0.6267579796991561,0.023809523809523808,0.30908298845567417,0.65625,0.8125,1.0,0.2,1.0,True,0.49877925576696414,0.9291875784190715,0.009089719456831381,0.9580601453781128,1022.8045251793806,0.9992063492063492,0.6924299865476337,0.10805860805860806,0.35351775212372033,0.8125,0.875,1.0,0.6,1.0,cross_domain,0,CTT_Traverse,FS-A,LogReg,fleet,3.58,0.17,150000,75000,76
123099,23756,0.19298288369523717,0.7834812171769163,0.7217084891697819,99363,0.031993395843505856,False,0.4005724869506651,0.9995798319327731,4.026453801475695e-05,0.8547630198538283,4.53069557111575,0.996031746031746,0.6203986792222086,0.003663003663003663,0.23132215203659334,0.59375,0.6875,1.0,0.2,1.0,True,0.4417410338440815,0.9985726520125606,0.00015099201755533858,0.8387459916984978,16.990108391684064,0.9968253968253968,0.6644246056010762,0.007326007326007326,0.27597473317360055,0.65625,0.6875,1.0,0.4,1.0,True,0.5182690688668126,0.9899493446972742,0.0012582668129611548,0.7992489568741288,141.5842365973672,0.9976190476190476,0.7442827442827443,0.016483516483516484,0.36012488201553766,0.75,0.8125,1.0,0.5,1.0,True,0.5212577875063142,0.9892945593992171,0.0013488620234943579,0.7973884454388908,151.77830163237763,0.9976190476190476,0.7473401002812767,0.018315018315018316,0.3633921440499528,0.75,0.8125,1.0,0.5,1.0,True,0.5755177639333221,0.9264127930613905,0.010931822071006512,0.7502571983421306,1230.0838475579262,0.9976190476190476,0.8105662223309282,0.045787545787545784,0.4183547520511145,0.875,0.8125,1.0,0.9,1.0,cross_domain,0,CTT_Traverse,FS-A,RandomForest,fleet,67.05,2.84,150000,75000,76
123099,23756,0.19298288369523717,0.7299866053207492,0.6514817288139114,99363,0.031993395843505856,False,0.20782118201717462,1.0,0.0,0.9302615864814988,0.0,0.7714285714285715,0.3514736455912926,0.0,0.07921295287882088,0.375,0.4375,0.75,0.0,1.0,True,0.3073749789526856,0.9987689782519491,9.059521053320314e-05,0.9127653219925944,10.19406503501044,0.9333333333333333,0.49859361624067505,0.0,0.1487693313003703,0.53125,0.6875,1.0,0.0,1.0,True,0.37880956389964643,0.988140990446909,0.0010871425263984378,0.8978090811399634,122.32878042012526,0.9801587301587301,0.5916595328360035,0.0018315018315018315,0.21237203223698542,0.59375,0.75,1.0,0.1,1.0,True,0.38146152550934503,0.9872535134546246,0.0011777377369316408,0.8972014717014712,132.5228454551357,0.9817460317460317,0.5948391830744771,0.0018315018315018315,0.21491323604153054,0.59375,0.75,1.0,0.1,1.0,True,0.4691867317730258,0.9031683007859979,0.01202903073190864,0.8744320979484774,1353.5453018708301,0.996031746031746,0.6997676409441115,0.01098901098901099,0.3022580410948958,0.78125,0.875,1.0,0.5,1.0,cross_domain,0,CTT_Traverse,FS-A,ExtraTrees,fleet,45.81,2.73,150000,75000,76
123099,23756,0.19298288369523717,0.808871368575664,0.7532621260260319,99363,0.031993395843505856,False,0.5392321939720491,1.0,0.0,0.9754004884358182,0.0,0.996031746031746,0.749052219640455,0.18681318681318682,0.38684382487475494,0.78125,0.75,1.0,0.7,1.0,True,0.5756019531907729,0.9997075595847346,4.026453801475695e-05,0.9483084998832781,4.53069557111575,0.9984126984126984,0.7905099669805552,0.29853479853479853,0.4203151092717636,0.78125,0.75,1.0,0.7,1.0,True,0.5997642700791379,0.9930996027043981,0.0009965473158652345,0.8946273658486014,112.13471538511482,0.9984126984126984,0.8280542986425339,0.4175824175824176,0.4349814855151383,0.8125,0.8125,1.0,0.7,1.0,True,0.6014901498568782,0.9923605805958747,0.0011072747954058162,0.8909292331943846,124.59412820568313,0.9984126984126984,0.8307447719212425,0.4230769230769231,0.43614317868293034,0.8125,0.8125,1.0,0.7,1.0,True,0.6217797609025089,0.9307498424700693,0.011062681819554472,0.7999517803380802,1244.8086081640524,0.9992063492063492,0.8660878072642778,0.510989010989011,0.44659841719305887,0.90625,0.9375,1.0,0.8,1.0,cross_domain,0,CTT_Traverse,FS-A,HistGB,fleet,60.1,8.57,150000,75000,76
123099,23756,0.19298288369523717,0.801704338860074,0.7451785700235168,99363,0.031993395843505856,False,0.41244317225122074,1.0,0.0,0.9975925087928773,0.0,0.6015873015873016,0.5983857160327749,0.01098901098901099,0.30066071298918173,0.6875,0.75,1.0,0.4,1.0,True,0.5151540663411349,0.9991019675075516,0.00011072747954058163,0.9916430711746216,12.459412820568314,0.8984126984126984,0.7304634951693775,0.06593406593406594,0.37007187976475714,0.8125,0.8125,1.0,0.7,1.0,True,0.5506819329853511,0.9932427302406803,0.0008958859708283422,0.9840033650398254,100.80797645732545,0.9634920634920635,0.7637275284334107,0.13553113553113552,0.40288971175488275,0.8125,0.8125,1.0,0.7,1.0,True,0.5533759892237751,0.9922258283644049,0.0010368118538799916,0.9831809401512146,116.66541095623057,0.9666666666666667,0.7660511189922955,0.14285714285714285,0.40557612720540187,0.8125,0.8125,1.0,0.7,1.0,True,0.6023320424313857,0.9341297819558689,0.010156729714222441,0.9346830248832703,1142.867957813948,0.9976190476190476,0.8317231258407729,0.31684981684981683,0.44129819211500765,0.90625,0.9375,1.0,0.8,1.0,cross_domain,0,CTT_Traverse,FS-A,XGBoost,fleet,16.2,0.9,150000,75000,76
123099,23756,0.19298288369523717,0.8021571199968505,0.7420146004664502,99363,0.031993395843505856,False,0.395058090587641,0.9998934583422118,1.0066134503689238e-05,0.9984935639479434,1.1326738927789375,0.9666666666666667,0.4950470832823774,0.029304029304029304,0.2979016917156756,0.71875,0.75,1.0,0.5,1.0,True,0.4449823202559353,0.9994327313983171,6.039680702213543e-05,0.9973998190664741,6.796043356673625,0.9873015873015873,0.5945945945945946,0.05860805860805861,0.3218616133013868,0.8125,0.8125,1.0,0.7,1.0,True,0.5165431890890723,0.9923176451560731,0.0009562827778504776,0.9932673555756549,107.60401981399906,0.996031746031746,0.720435367494191,0.15384615384615385,0.36600595367748495,0.84375,0.875,1.0,0.7,1.0,True,0.5221838693382724,0.9902610361618903,0.001228068409450087,0.9926199113574539,138.1862149190304,0.996031746031746,0.7287513758101993,0.15934065934065933,0.37058012052566613,0.84375,0.875,1.0,0.7,1.0,True,0.5860414211146657,0.9290004003736821,0.01071036711192535,0.9776430021082616,1205.1650219167896,0.9976190476190476,0.8177815824874648,0.32967032967032966,0.4209685616786466,0.90625,0.9375,1.0,0.8,1.0,cross_domain,0,CTT_Traverse,FS-A,LightGBM,fleet,40.18,3.91,150000,75000,76
123099,23756,0.19298288369523717,0.8078844187487072,0.7421610309389401,99363,0.031993395843505856,False,0.34517595554807207,0.9998780636507743,1.0066134503689238e-05,0.9974958284627723,1.1326738927789375,0.2746031746031746,0.46117157881863763,0.01098901098901099,0.2960139403180135,0.65625,0.6875,0.75,0.5,1.0,True,0.41046472470112816,0.9994874948749487,5.033067251844619e-05,0.9957582236364795,5.663369463894687,0.5111111111111111,0.5664669194080959,0.027472527472527472,0.3238219705220359,0.71875,0.75,0.75,0.6,1.0,True,0.5043778413874389,0.9933676007295639,0.0008052907602951391,0.9892720383084456,90.613911422315,0.8436507936507937,0.6985446985446986,0.09340659340659341,0.3743556233209903,0.8125,0.8125,1.0,0.7,1.0,True,0.5064825728237077,0.9930670188180918,0.000845555298309896,0.9890317539790544,95.14460699343074,0.8484126984126984,0.7008682891035832,0.09340659340659341,0.3761707688956654,0.8125,0.8125,1.0,0.7,1.0,True,0.5826738508166358,0.933630109267503,0.00990507635163021,0.964357883425324,1114.5511104944744,0.9928571428571429,0.8028616852146264,0.26373626373626374,0.42706745080955494,0.90625,0.875,1.0,0.9,1.0,cross_domain,0,CTT_Traverse,FS-A,CatBoost,fleet,35.12,0.2,150000,75000,76
123099,23756,0.19298288369523717,0.7932195287900912,0.7258482469549298,99363,0.031993395843505856,False,0.48669809732278163,1.0,0.0,0.9999943971633912,0.0,0.31746031746031744,0.7408585055643879,0.0,0.37058012052566613,0.53125,0.6875,1.0,0.0,1.0,True,0.5179323118370096,0.9996750081247969,4.026453801475695e-05,0.9999808073043823,4.53069557111575,0.5992063492063492,0.7625045860339978,0.0,0.3858273433529369,0.5625,0.75,1.0,0.0,1.0,True,0.5449149688499747,0.9936291065397606,0.0008354891638062068,0.9999328851699829,94.01193310065182,0.8238095238095238,0.7897762015409074,0.0,0.3956291294561824,0.59375,0.8125,1.0,0.0,1.0,True,0.5470197002862435,0.9919090145790398,0.0010670102573910592,0.999927282333374,120.06343263456736,0.8365079365079365,0.7923443805796747,0.0,0.3965730051550134,0.59375,0.8125,1.0,0.0,1.0,True,0.5758124263343998,0.9306708395700095,0.010257391059259335,0.9997138381004333,1154.1946967417375,0.9555555555555556,0.8340467163996576,0.009157509157509158,0.4102228998765701,0.78125,0.875,1.0,0.5,1.0,cross_domain,0,CTT_Traverse,FS-A,NN:MLP,fleet,137.42,0.49,150000,75000,76
